Planner,Domain,Instance,IPC Score
lama,depots,instance-12.pddl,0.9898
lama,depots,instance-13.pddl,0.9398
lama,depots,instance-14.pddl,0.9435
lama,depots,instance-16.pddl,0.9271
lama,depots,instance-17.pddl,0.9476
lama,depots,instance-18.pddl,0.7164
lama,depots,instance-19.pddl,0.9838
lama,ricochet-robots,instance-01.pddl,0.9788
lama,ricochet-robots,instance-02.pddl,0.983
lama,ricochet-robots,instance-03.pddl,0.9779
lama,ricochet-robots,instance-04.pddl,0.0
lama,ricochet-robots,instance-07.pddl,0.9811
lama,ricochet-robots,instance-08.pddl,0.0
lama,ricochet-robots,instance-09.pddl,0.0
lama,ricochet-robots,instance-11.pddl,0.0
lama,ricochet-robots,instance-12.pddl,0.0
lama,ricochet-robots,instance-13.pddl,0.9772
lama,ricochet-robots,instance-14.pddl,0.9827
lama,ricochet-robots,instance-16.pddl,0.0
lama,ricochet-robots,instance-17.pddl,0.0
lama,ricochet-robots,instance-18.pddl,0.0
lama,ricochet-robots,instance-19.pddl,0.0
lama,snake,instance-01.pddl,0.9044
lama,snake,instance-02.pddl,0.9634
lama,snake,instance-03.pddl,0.0
lama,snake,instance-04.pddl,0.0
lama,snake,instance-07.pddl,0.0
lama,snake,instance-08.pddl,0.0
lama,snake,instance-09.pddl,0.0
lama,snake,instance-11.pddl,0.0
lama,snake,instance-12.pddl,0.0
lama,snake,instance-13.pddl,0.0
lama,snake,instance-14.pddl,0.0
lama,snake,instance-16.pddl,0.0
lama,snake,instance-17.pddl,0.0
lama,snake,instance-18.pddl,0.0
lama,snake,instance-19.pddl,0.0
lama,visitall,instance-01.pddl,0.8897
lama,visitall,instance-02.pddl,0.9422
lama,visitall,instance-03.pddl,0.9574
lama,visitall,instance-04.pddl,0.936
lama,visitall,instance-07.pddl,0.9451
lama,visitall,instance-08.pddl,0.9368
lama,visitall,instance-09.pddl,0.9256
lama,visitall,instance-11.pddl,0.9354
lama,visitall,instance-12.pddl,0.9366
lama,visitall,instance-13.pddl,0.9294
lama,visitall,instance-14.pddl,0.9212
lama,visitall,instance-16.pddl,0.8886
lama,visitall,instance-17.pddl,0.8743
lama,visitall,instance-18.pddl,0.8778
lama,visitall,instance-19.pddl,0.8529
decstar,barman,instance-01.pddl,0.0
decstar,barman,instance-02.pddl,0.0
decstar,barman,instance-03.pddl,0.9972
decstar,barman,instance-04.pddl,0.9994
decstar,barman,instance-07.pddl,0.0
decstar,barman,instance-08.pddl,0.0
decstar,barman,instance-09.pddl,0.0
decstar,barman,instance-11.pddl,0.0
decstar,barman,instance-12.pddl,0.0
decstar,barman,instance-13.pddl,0.0
decstar,barman,instance-14.pddl,0.9939
decstar,barman,instance-16.pddl,0.0
decstar,barman,instance-17.pddl,0.9819
decstar,barman,instance-18.pddl,0.0
decstar,barman,instance-19.pddl,0.0
decstar,depots,instance-01.pddl,0.9308
decstar,depots,instance-02.pddl,0.936
decstar,depots,instance-03.pddl,0.9523
decstar,depots,instance-04.pddl,0.9624
decstar,depots,instance-07.pddl,0.9587
decstar,depots,instance-08.pddl,0.964
decstar,depots,instance-09.pddl,0.9973
decstar,depots,instance-11.pddl,0.9818
decstar,depots,instance-12.pddl,0.0
decstar,depots,instance-13.pddl,0.9487
decstar,depots,instance-14.pddl,0.9562
decstar,depots,instance-16.pddl,0.9409
decstar,depots,instance-17.pddl,0.9461
decstar,depots,instance-18.pddl,0.9659
decstar,depots,instance-19.pddl,0.9503
decstar,ricochet-robots,instance-01.pddl,0.0
decstar,ricochet-robots,instance-02.pddl,0.994
decstar,ricochet-robots,instance-03.pddl,0.9856
decstar,ricochet-robots,instance-04.pddl,0.0
decstar,ricochet-robots,instance-07.pddl,0.9979
decstar,ricochet-robots,instance-08.pddl,0.0
decstar,ricochet-robots,instance-09.pddl,1.0
decstar,ricochet-robots,instance-11.pddl,0.0
decstar,ricochet-robots,instance-12.pddl,0.0
decstar,ricochet-robots,instance-13.pddl,0.9951
decstar,ricochet-robots,instance-14.pddl,0.0
decstar,ricochet-robots,instance-16.pddl,0.0
decstar,ricochet-robots,instance-17.pddl,0.0
decstar,ricochet-robots,instance-18.pddl,0.0
decstar,ricochet-robots,instance-19.pddl,0.0
decstar,snake,instance-01.pddl,0.8982
decstar,snake,instance-02.pddl,0.9343
decstar,snake,instance-03.pddl,0.9574
decstar,snake,instance-04.pddl,0.0
decstar,snake,instance-07.pddl,0.0
decstar,snake,instance-08.pddl,0.0
decstar,snake,instance-09.pddl,0.0
decstar,snake,instance-11.pddl,0.0
decstar,snake,instance-12.pddl,0.0
decstar,snake,instance-13.pddl,0.0
decstar,snake,instance-14.pddl,0.0
decstar,snake,instance-16.pddl,0.0
decstar,snake,instance-17.pddl,0.0
decstar,snake,instance-18.pddl,0.0
decstar,snake,instance-19.pddl,0.0
decstar,visitall,instance-01.pddl,0.0
decstar,visitall,instance-02.pddl,0.0
decstar,visitall,instance-03.pddl,0.0
decstar,visitall,instance-04.pddl,0.0
decstar,visitall,instance-07.pddl,0.0
decstar,visitall,instance-08.pddl,0.0
decstar,visitall,instance-09.pddl,0.0
decstar,visitall,instance-11.pddl,0.0
decstar,visitall,instance-12.pddl,0.0
decstar,visitall,instance-13.pddl,0.0
decstar,visitall,instance-14.pddl,0.0
decstar,visitall,instance-16.pddl,0.0
decstar,visitall,instance-17.pddl,0.0
decstar,visitall,instance-18.pddl,0.0
decstar,visitall,instance-19.pddl,0.0
madagascar,barman,instance-01.pddl,0.0
madagascar,barman,instance-02.pddl,0.0
madagascar,barman,instance-03.pddl,0.0
madagascar,barman,instance-04.pddl,0.6301
madagascar,barman,instance-07.pddl,0.0
madagascar,barman,instance-08.pddl,0.0
madagascar,barman,instance-09.pddl,1.0
madagascar,barman,instance-11.pddl,0.0
madagascar,barman,instance-12.pddl,0.0
madagascar,barman,instance-13.pddl,0.0
madagascar,barman,instance-14.pddl,0.0
madagascar,barman,instance-16.pddl,0.0
madagascar,barman,instance-17.pddl,0.6745
madagascar,barman,instance-18.pddl,0.48
madagascar,barman,instance-19.pddl,0.0
madagascar,depots,instance-01.pddl,0.9118
madagascar,depots,instance-02.pddl,0.9115
madagascar,depots,instance-03.pddl,0.9124
madagascar,depots,instance-04.pddl,0.9065
madagascar,depots,instance-07.pddl,0.9137
madagascar,depots,instance-08.pddl,0.9181
madagascar,depots,instance-09.pddl,0.9152
madagascar,depots,instance-11.pddl,0.8892
madagascar,depots,instance-12.pddl,0.9642
madagascar,depots,instance-13.pddl,0.9108
madagascar,depots,instance-14.pddl,0.9189
madagascar,depots,instance-16.pddl,0.8606
madagascar,depots,instance-17.pddl,0.9292
madagascar,depots,instance-18.pddl,0.9366
madagascar,depots,instance-19.pddl,0.8812
madagascar,ricochet-robots,instance-01.pddl,0.0
madagascar,ricochet-robots,instance-02.pddl,0.0
madagascar,ricochet-robots,instance-03.pddl,0.0
madagascar,ricochet-robots,instance-04.pddl,0.0
madagascar,ricochet-robots,instance-07.pddl,0.0
madagascar,ricochet-robots,instance-08.pddl,0.0
madagascar,ricochet-robots,instance-09.pddl,0.0
madagascar,ricochet-robots,instance-11.pddl,0.0
madagascar,ricochet-robots,instance-12.pddl,0.0
madagascar,ricochet-robots,instance-13.pddl,0.0
madagascar,ricochet-robots,instance-14.pddl,0.0
madagascar,ricochet-robots,instance-16.pddl,0.0
madagascar,ricochet-robots,instance-17.pddl,0.0
madagascar,ricochet-robots,instance-18.pddl,0.0
madagascar,ricochet-robots,instance-19.pddl,0.0
madagascar,snake,instance-01.pddl,0.8867
madagascar,snake,instance-02.pddl,0.4876
madagascar,snake,instance-03.pddl,0.5144
madagascar,snake,instance-04.pddl,0.0
madagascar,snake,instance-07.pddl,0.8892
madagascar,snake,instance-08.pddl,0.0
madagascar,snake,instance-09.pddl,0.0
madagascar,snake,instance-11.pddl,0.8593
madagascar,snake,instance-12.pddl,0.905
madagascar,snake,instance-13.pddl,0.0
madagascar,snake,instance-14.pddl,0.0
madagascar,snake,instance-16.pddl,0.0
madagascar,snake,instance-17.pddl,0.0
madagascar,snake,instance-18.pddl,0.0
madagascar,snake,instance-19.pddl,0.0
madagascar,visitall,instance-01.pddl,0.0
madagascar,visitall,instance-02.pddl,0.0
madagascar,visitall,instance-03.pddl,0.0
madagascar,visitall,instance-04.pddl,0.0
madagascar,visitall,instance-07.pddl,0.0
madagascar,visitall,instance-08.pddl,0.0
madagascar,visitall,instance-09.pddl,0.0
madagascar,visitall,instance-11.pddl,0.0
madagascar,visitall,instance-12.pddl,0.0
madagascar,visitall,instance-13.pddl,0.0
madagascar,visitall,instance-14.pddl,0.0
madagascar,visitall,instance-16.pddl,0.0
madagascar,visitall,instance-17.pddl,0.0
madagascar,visitall,instance-18.pddl,0.0
madagascar,visitall,instance-19.pddl,0.0
