Planner,Domain,Instance,IPC Score
bfws,visitall,instance-11.pddl,0.9052
bfws,visitall,instance-12.pddl,0.9152
bfws,visitall,instance-13.pddl,0.9325
bfws,visitall,instance-14.pddl,0.9393
bfws,visitall,instance-16.pddl,0.9278
bfws,visitall,instance-17.pddl,0.9353
bfws,visitall,instance-18.pddl,0.9522
bfws,visitall,instance-19.pddl,0.8696
lama,barman,instance-01.pddl,N/A
lama,barman,instance-02.pddl,N/A
lama,barman,instance-03.pddl,N/A
lama,barman,instance-04.pddl,N/A
lama,barman,instance-07.pddl,N/A
lama,barman,instance-08.pddl,N/A
lama,barman,instance-09.pddl,N/A
lama,barman,instance-11.pddl,N/A
lama,barman,instance-12.pddl,N/A
lama,barman,instance-13.pddl,N/A
lama,barman,instance-14.pddl,N/A
lama,barman,instance-16.pddl,N/A
lama,barman,instance-17.pddl,N/A
lama,barman,instance-18.pddl,N/A
lama,barman,instance-19.pddl,N/A
lama,depots,instance-01.pddl,0.9258
lama,depots,instance-02.pddl,0.9077
lama,depots,instance-03.pddl,0.9259
lama,depots,instance-04.pddl,0.9145
lama,depots,instance-07.pddl,0.8946
lama,depots,instance-08.pddl,0.9521
lama,depots,instance-09.pddl,0.9843
lama,depots,instance-11.pddl,0.9734
lama,depots,instance-12.pddl,0.9831
lama,depots,instance-13.pddl,0.9468
lama,depots,instance-14.pddl,0.9425
lama,depots,instance-16.pddl,0.9135
lama,depots,instance-17.pddl,0.9532
lama,depots,instance-18.pddl,0.7131
lama,depots,instance-19.pddl,0.9838
lama,ricochet-robots,instance-01.pddl,N/A
lama,ricochet-robots,instance-02.pddl,N/A
lama,ricochet-robots,instance-03.pddl,N/A
lama,ricochet-robots,instance-04.pddl,N/A
lama,ricochet-robots,instance-07.pddl,N/A
lama,ricochet-robots,instance-08.pddl,N/A
lama,ricochet-robots,instance-09.pddl,N/A
lama,ricochet-robots,instance-11.pddl,N/A
lama,ricochet-robots,instance-12.pddl,N/A
lama,ricochet-robots,instance-13.pddl,N/A
lama,ricochet-robots,instance-14.pddl,N/A
lama,ricochet-robots,instance-16.pddl,N/A
lama,ricochet-robots,instance-17.pddl,N/A
lama,ricochet-robots,instance-18.pddl,N/A
lama,ricochet-robots,instance-19.pddl,N/A
lama,snake,instance-01.pddl,0.9467
lama,snake,instance-02.pddl,0.9483
lama,snake,instance-03.pddl,0.0
lama,snake,instance-04.pddl,0.0
lama,snake,instance-07.pddl,0.0
lama,snake,instance-08.pddl,0.0
lama,snake,instance-09.pddl,0.0
lama,snake,instance-11.pddl,0.0
lama,snake,instance-12.pddl,0.0
lama,snake,instance-13.pddl,0.0
lama,snake,instance-14.pddl,0.0
lama,snake,instance-16.pddl,0.0
lama,snake,instance-17.pddl,0.0
lama,snake,instance-18.pddl,0.0
lama,snake,instance-19.pddl,0.0
lama,visitall,instance-01.pddl,0.954
lama,visitall,instance-02.pddl,0.9519
lama,visitall,instance-03.pddl,0.9498
lama,visitall,instance-04.pddl,0.9491
lama,visitall,instance-07.pddl,0.9157
lama,visitall,instance-08.pddl,0.9115
lama,visitall,instance-09.pddl,0.9104
lama,visitall,instance-11.pddl,0.9166
lama,visitall,instance-12.pddl,0.894
lama,visitall,instance-13.pddl,0.9007
lama,visitall,instance-14.pddl,0.8974
lama,visitall,instance-16.pddl,0.8938
lama,visitall,instance-17.pddl,0.889
lama,visitall,instance-18.pddl,0.8663
lama,visitall,instance-19.pddl,0.855
decstar,barman,instance-01.pddl,N/A
decstar,barman,instance-02.pddl,N/A
decstar,barman,instance-03.pddl,N/A
decstar,barman,instance-04.pddl,N/A
decstar,barman,instance-07.pddl,N/A
decstar,barman,instance-08.pddl,N/A
decstar,barman,instance-09.pddl,N/A
decstar,barman,instance-11.pddl,N/A
decstar,barman,instance-12.pddl,N/A
decstar,barman,instance-13.pddl,N/A
decstar,barman,instance-14.pddl,N/A
decstar,barman,instance-16.pddl,N/A
decstar,barman,instance-17.pddl,N/A
decstar,barman,instance-18.pddl,N/A
decstar,barman,instance-19.pddl,N/A
decstar,depots,instance-01.pddl,0.9214
decstar,depots,instance-02.pddl,0.9227
decstar,depots,instance-03.pddl,0.9395
decstar,depots,instance-04.pddl,0.9305
decstar,depots,instance-07.pddl,0.9226
decstar,depots,instance-08.pddl,0.9544
decstar,depots,instance-09.pddl,0.9878
decstar,depots,instance-11.pddl,0.95
decstar,depots,instance-12.pddl,0.0
decstar,depots,instance-13.pddl,0.9412
decstar,depots,instance-14.pddl,0.9491
decstar,depots,instance-16.pddl,0.9488
decstar,depots,instance-17.pddl,0.9054
decstar,depots,instance-18.pddl,0.9491
decstar,depots,instance-19.pddl,0.9397
decstar,ricochet-robots,instance-01.pddl,N/A
decstar,ricochet-robots,instance-02.pddl,N/A
decstar,ricochet-robots,instance-03.pddl,N/A
decstar,ricochet-robots,instance-04.pddl,N/A
decstar,ricochet-robots,instance-07.pddl,N/A
decstar,ricochet-robots,instance-08.pddl,N/A
decstar,ricochet-robots,instance-09.pddl,N/A
decstar,ricochet-robots,instance-11.pddl,N/A
decstar,ricochet-robots,instance-12.pddl,N/A
decstar,ricochet-robots,instance-13.pddl,N/A
decstar,ricochet-robots,instance-14.pddl,N/A
decstar,ricochet-robots,instance-16.pddl,N/A
decstar,ricochet-robots,instance-17.pddl,N/A
decstar,ricochet-robots,instance-18.pddl,N/A
decstar,ricochet-robots,instance-19.pddl,N/A
decstar,snake,instance-01.pddl,0.979
decstar,snake,instance-02.pddl,0.9952
decstar,snake,instance-03.pddl,0.9955
decstar,snake,instance-04.pddl,0.0
decstar,snake,instance-07.pddl,0.0
decstar,snake,instance-08.pddl,0.0
decstar,snake,instance-09.pddl,0.0
decstar,snake,instance-11.pddl,0.0
decstar,snake,instance-12.pddl,0.0
decstar,snake,instance-13.pddl,0.0
decstar,snake,instance-14.pddl,0.0
decstar,snake,instance-16.pddl,0.0
decstar,snake,instance-17.pddl,0.0
decstar,snake,instance-18.pddl,0.0
decstar,snake,instance-19.pddl,0.0
decstar,visitall,instance-01.pddl,0.0
decstar,visitall,instance-02.pddl,0.0
decstar,visitall,instance-03.pddl,0.0
decstar,visitall,instance-04.pddl,0.0
decstar,visitall,instance-07.pddl,0.0
decstar,visitall,instance-08.pddl,0.0
decstar,visitall,instance-09.pddl,0.0
decstar,visitall,instance-11.pddl,0.0
decstar,visitall,instance-12.pddl,0.0
decstar,visitall,instance-13.pddl,0.0
decstar,visitall,instance-14.pddl,0.0
decstar,visitall,instance-16.pddl,0.0
decstar,visitall,instance-17.pddl,0.0
decstar,visitall,instance-18.pddl,0.0
decstar,visitall,instance-19.pddl,0.0
madagascar,barman,instance-01.pddl,N/A
madagascar,barman,instance-02.pddl,N/A
madagascar,barman,instance-03.pddl,N/A
madagascar,barman,instance-04.pddl,N/A
madagascar,barman,instance-07.pddl,N/A
madagascar,barman,instance-08.pddl,N/A
madagascar,barman,instance-09.pddl,N/A
madagascar,barman,instance-11.pddl,N/A
madagascar,barman,instance-12.pddl,N/A
madagascar,barman,instance-13.pddl,N/A
madagascar,barman,instance-14.pddl,N/A
madagascar,barman,instance-16.pddl,N/A
madagascar,barman,instance-17.pddl,N/A
madagascar,barman,instance-18.pddl,N/A
madagascar,barman,instance-19.pddl,N/A
madagascar,depots,instance-01.pddl,0.8938
madagascar,depots,instance-02.pddl,0.8905
madagascar,depots,instance-03.pddl,0.8574
madagascar,depots,instance-04.pddl,0.875
madagascar,depots,instance-07.pddl,0.8972
madagascar,depots,instance-08.pddl,0.9017
madagascar,depots,instance-09.pddl,0.8555
madagascar,depots,instance-11.pddl,0.8903
madagascar,depots,instance-12.pddl,0.8367
madagascar,depots,instance-13.pddl,0.8426
madagascar,depots,instance-14.pddl,0.9103
madagascar,depots,instance-16.pddl,0.8927
madagascar,depots,instance-17.pddl,0.9079
madagascar,depots,instance-18.pddl,0.928
madagascar,depots,instance-19.pddl,0.9005
madagascar,ricochet-robots,instance-01.pddl,N/A
madagascar,ricochet-robots,instance-02.pddl,N/A
madagascar,ricochet-robots,instance-03.pddl,N/A
madagascar,ricochet-robots,instance-04.pddl,N/A
madagascar,ricochet-robots,instance-07.pddl,N/A
madagascar,ricochet-robots,instance-08.pddl,N/A
madagascar,ricochet-robots,instance-09.pddl,N/A
madagascar,ricochet-robots,instance-11.pddl,N/A
madagascar,ricochet-robots,instance-12.pddl,N/A
madagascar,ricochet-robots,instance-13.pddl,N/A
madagascar,ricochet-robots,instance-14.pddl,N/A
madagascar,ricochet-robots,instance-16.pddl,N/A
madagascar,ricochet-robots,instance-17.pddl,N/A
madagascar,ricochet-robots,instance-18.pddl,N/A
madagascar,ricochet-robots,instance-19.pddl,N/A
madagascar,snake,instance-01.pddl,0.9801
madagascar,snake,instance-02.pddl,0.4846
madagascar,snake,instance-03.pddl,0.6287
madagascar,snake,instance-04.pddl,0.0
madagascar,snake,instance-07.pddl,0.9119
madagascar,snake,instance-08.pddl,0.0
madagascar,snake,instance-09.pddl,0.0
madagascar,snake,instance-11.pddl,0.7991
madagascar,snake,instance-12.pddl,0.0
madagascar,snake,instance-13.pddl,0.0
madagascar,snake,instance-14.pddl,0.0
madagascar,snake,instance-16.pddl,0.0
madagascar,snake,instance-17.pddl,0.0
madagascar,snake,instance-18.pddl,0.0
madagascar,snake,instance-19.pddl,0.0
madagascar,visitall,instance-01.pddl,0.0
madagascar,visitall,instance-02.pddl,0.0
madagascar,visitall,instance-03.pddl,0.0
madagascar,visitall,instance-04.pddl,0.0
madagascar,visitall,instance-07.pddl,0.0
madagascar,visitall,instance-08.pddl,0.0
madagascar,visitall,instance-09.pddl,0.0
madagascar,visitall,instance-11.pddl,0.0
madagascar,visitall,instance-12.pddl,0.0
madagascar,visitall,instance-13.pddl,0.0
madagascar,visitall,instance-14.pddl,0.0
madagascar,visitall,instance-16.pddl,0.0
madagascar,visitall,instance-17.pddl,0.0
madagascar,visitall,instance-18.pddl,0.0
madagascar,visitall,instance-19.pddl,0.0
