Planner,Domain,Instance,IPC Score,Stage,Prompt ID
decstar,ricochet-robots,instance-02.pddl,0.9995,Arch_Aware,2.0
decstar,ricochet-robots,instance-03.pddl,0.9913,Cross_Test,1.0
decstar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-07.pddl,0.9933,Arch_Aware,2.0
decstar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-09.pddl,0.9959,Arch_Aware,2.0
decstar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-13.pddl,0.9965,Cross_Test,1.0
decstar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-01.pddl,0.9826,Arch_Aware,2.0
decstar,snake,instance-02.pddl,0.9975,Arch_Aware,2.0
decstar,snake,instance-03.pddl,0.9974,Arch_Aware,2.0
decstar,snake,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-02.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-03.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-19.pddl,0.0,Arch_Aware,2.0
madagascar,barman,instance-01.pddl,1.0,Arch_Aware,4.0
madagascar,barman,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-04.pddl,0.9118,Arch_Aware,4.0
madagascar,barman,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-09.pddl,0.7223,Cross_Test,1.0
madagascar,barman,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-17.pddl,0.6386,Arch_Aware,4.0
madagascar,barman,instance-18.pddl,0.4979,Cross_Test,3.0
madagascar,barman,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,depots,instance-01.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-02.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-03.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-04.pddl,1.0,Cross_Test,2.0
madagascar,depots,instance-07.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-08.pddl,0.9987,Arch_Aware,4.0
madagascar,depots,instance-09.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-11.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-12.pddl,0.9429,Cross_Test,2.0
madagascar,depots,instance-13.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-14.pddl,1.0,Cross_Test,2.0
madagascar,depots,instance-16.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-17.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-18.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-19.pddl,1.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-01.pddl,0.973,Arch_Aware,4.0
madagascar,snake,instance-02.pddl,0.7757,Arch_Aware,4.0
madagascar,snake,instance-03.pddl,0.4626,Cross_Test,2.0
madagascar,snake,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-07.pddl,0.9223,Arch_Aware,4.0
madagascar,snake,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-11.pddl,1.0,Cross_Test,2.0
madagascar,snake,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-16.pddl,0.8705,Cross_Test,2.0
madagascar,snake,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-19.pddl,0.0,Arch_Aware,4.0
