Planner,Domain,Instance,IPC Score,Stage,Prompt ID
decstar,barman,instance-14.pddl,0.9935,Cross_Test,3.0
decstar,barman,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-17.pddl,0.9848,Arch_Aware,2.0
decstar,barman,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,depots,instance-01.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-02.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-03.pddl,0.9993,Arch_Aware,2.0
decstar,depots,instance-04.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-07.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-08.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-09.pddl,0.9998,Arch_Aware,2.0
decstar,depots,instance-11.pddl,1.0,Arch_Aware,2.0
decstar,depots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,depots,instance-13.pddl,0.9884,Cross_Test,1.0
decstar,depots,instance-14.pddl,0.9917,Arch_Aware,2.0
decstar,depots,instance-16.pddl,0.9979,Cross_Test,3.0
decstar,depots,instance-17.pddl,0.9606,Cross_Test,1.0
decstar,depots,instance-18.pddl,0.9823,Cross_Test,1.0
decstar,depots,instance-19.pddl,0.9912,Cross_Test,1.0
decstar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-02.pddl,0.9912,Arch_Aware,2.0
decstar,ricochet-robots,instance-03.pddl,0.9977,Arch_Aware,2.0
decstar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-07.pddl,0.9987,Arch_Aware,2.0
decstar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-09.pddl,0.9984,Arch_Aware,2.0
decstar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-13.pddl,0.9958,Arch_Aware,2.0
decstar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-01.pddl,0.9903,Cross_Test,4.0
decstar,snake,instance-02.pddl,1.0,Cross_Test,4.0
decstar,snake,instance-03.pddl,1.0,Cross_Test,4.0
decstar,snake,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-02.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-03.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-19.pddl,0.0,Arch_Aware,2.0
madagascar,barman,instance-01.pddl,0.987,Cross_Test,2.0
madagascar,barman,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-04.pddl,0.638,Cross_Test,3.0
madagascar,barman,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-09.pddl,0.656,Cross_Test,2.0
madagascar,barman,instance-11.pddl,0.7775,Arch_Aware,4.0
madagascar,barman,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-14.pddl,1.0,Cross_Test,2.0
madagascar,barman,instance-16.pddl,1.0,Cross_Test,1.0
madagascar,barman,instance-17.pddl,0.5161,Cross_Test,2.0
madagascar,barman,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-19.pddl,1.0,Cross_Test,2.0
madagascar,depots,instance-01.pddl,0.9821,Cross_Test,2.0
madagascar,depots,instance-02.pddl,0.9559,Arch_Aware,4.0
madagascar,depots,instance-03.pddl,0.9647,Cross_Test,2.0
madagascar,depots,instance-04.pddl,0.9712,Arch_Aware,4.0
madagascar,depots,instance-07.pddl,0.9647,Cross_Test,3.0
madagascar,depots,instance-08.pddl,0.9696,Arch_Aware,4.0
madagascar,depots,instance-09.pddl,0.9815,Cross_Test,2.0
madagascar,depots,instance-11.pddl,0.9441,Cross_Test,2.0
madagascar,depots,instance-12.pddl,0.9963,Cross_Test,2.0
madagascar,depots,instance-13.pddl,0.9809,Arch_Aware,4.0
madagascar,depots,instance-14.pddl,0.9891,Cross_Test,2.0
madagascar,depots,instance-16.pddl,0.9734,Arch_Aware,4.0
madagascar,depots,instance-17.pddl,0.9918,Arch_Aware,4.0
madagascar,depots,instance-18.pddl,0.9719,Cross_Test,2.0
madagascar,depots,instance-19.pddl,0.9275,Cross_Test,1.0
madagascar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-01.pddl,0.9433,Arch_Aware,4.0
madagascar,snake,instance-02.pddl,0.8829,Cross_Test,2.0
madagascar,snake,instance-03.pddl,0.4693,Cross_Test,2.0
madagascar,snake,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-07.pddl,0.8786,Arch_Aware,4.0
madagascar,snake,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-11.pddl,0.9596,Cross_Test,2.0
madagascar,snake,instance-12.pddl,0.9196,Arch_Aware,4.0
madagascar,snake,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-16.pddl,1.0,Cross_Test,2.0
madagascar,snake,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-19.pddl,0.0,Arch_Aware,4.0
