[2026-05-01T15:53:41Z] Last finished: N/A | Completed: 0/1080 (0.0%) | Est. remaining: calculating...
[2026-05-01T16:34:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-13.pddl/bfws | Completed: 86/1080 (8.0%) | Est. remaining: 7h 53m
[2026-05-01T16:35:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-09.pddl/decstar | Completed: 88/1080 (8.1%) | Est. remaining: 7h 53m
[2026-05-01T16:36:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-09.pddl/madagascar | Completed: 89/1080 (8.2%) | Est. remaining: 7h 58m
[2026-05-01T16:37:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-09.pddl/madagascar | Completed: 89/1080 (8.2%) | Est. remaining: 8h 9m
[2026-05-01T16:38:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-14.pddl/bfws | Completed: 90/1080 (8.3%) | Est. remaining: 8h 15m
[2026-05-01T16:39:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-14.pddl/bfws | Completed: 90/1080 (8.3%) | Est. remaining: 8h 26m
[2026-05-01T16:40:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-14.pddl/bfws | Completed: 90/1080 (8.3%) | Est. remaining: 8h 37m
[2026-05-01T16:41:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-11.pddl/decstar | Completed: 92/1080 (8.5%) | Est. remaining: 8h 35m
[2026-05-01T16:42:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-11.pddl/madagascar | Completed: 93/1080 (8.6%) | Est. remaining: 8h 40m
[2026-05-01T16:43:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-11.pddl/madagascar | Completed: 93/1080 (8.6%) | Est. remaining: 8h 50m
[2026-05-01T16:44:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-16.pddl/bfws | Completed: 94/1080 (8.7%) | Est. remaining: 8h 54m
[2026-05-01T16:45:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-16.pddl/bfws | Completed: 94/1080 (8.7%) | Est. remaining: 9h 5m
[2026-05-01T16:46:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-16.pddl/bfws | Completed: 94/1080 (8.7%) | Est. remaining: 9h 15m
[2026-05-01T16:47:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-12.pddl/decstar | Completed: 96/1080 (8.9%) | Est. remaining: 9h 13m
[2026-05-01T16:48:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-12.pddl/madagascar | Completed: 97/1080 (9.0%) | Est. remaining: 9h 17m
[2026-05-01T16:49:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-12.pddl/madagascar | Completed: 97/1080 (9.0%) | Est. remaining: 9h 27m
[2026-05-01T16:50:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-17.pddl/bfws | Completed: 98/1080 (9.1%) | Est. remaining: 9h 31m
[2026-05-01T16:51:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-17.pddl/bfws | Completed: 98/1080 (9.1%) | Est. remaining: 9h 41m
[2026-05-01T16:52:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-17.pddl/bfws | Completed: 98/1080 (9.1%) | Est. remaining: 9h 51m
[2026-05-01T16:53:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-13.pddl/decstar | Completed: 100/1080 (9.3%) | Est. remaining: 9h 48m
[2026-05-01T16:54:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-13.pddl/madagascar | Completed: 101/1080 (9.4%) | Est. remaining: 9h 51m
[2026-05-01T16:55:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-13.pddl/madagascar | Completed: 101/1080 (9.4%) | Est. remaining: 10h 0m
[2026-05-01T16:56:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-18.pddl/bfws | Completed: 102/1080 (9.4%) | Est. remaining: 10h 4m
[2026-05-01T16:57:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-18.pddl/bfws | Completed: 102/1080 (9.4%) | Est. remaining: 10h 13m
[2026-05-01T16:58:41Z] Last finished: snake/gpt-5.4-2026-03-05/instance-18.pddl/bfws | Completed: 102/1080 (9.4%) | Est. remaining: 10h 23m
[2026-05-01T16:59:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-14.pddl/decstar | Completed: 104/1080 (9.6%) | Est. remaining: 10h 19m
[2026-05-01T17:00:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-14.pddl/madagascar | Completed: 105/1080 (9.7%) | Est. remaining: 10h 22m
[2026-05-01T17:01:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-14.pddl/madagascar | Completed: 105/1080 (9.7%) | Est. remaining: 10h 31m
[2026-05-01T17:02:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-14.pddl/madagascar | Completed: 105/1080 (9.7%) | Est. remaining: 10h 40m
[2026-05-01T17:03:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-08.pddl/bfws | Completed: 112/1080 (10.4%) | Est. remaining: 10h 5m
[2026-05-01T17:04:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-11.pddl/bfws | Completed: 114/1080 (10.6%) | Est. remaining: 10h 1m
[2026-05-01T17:05:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-16.pddl/decstar | Completed: 118/1080 (10.9%) | Est. remaining: 9h 47m
[2026-05-01T17:06:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-14.pddl/bfws | Completed: 120/1080 (11.1%) | Est. remaining: 9h 44m
[2026-05-01T17:07:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-16.pddl/bfws | Completed: 121/1080 (11.2%) | Est. remaining: 9h 46m
[2026-05-01T17:08:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-17.pddl/bfws | Completed: 122/1080 (11.3%) | Est. remaining: 9h 48m
[2026-05-01T17:09:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-18.pddl/bfws | Completed: 123/1080 (11.4%) | Est. remaining: 9h 51m
[2026-05-01T17:10:41Z] Last finished: snake/claude-opus-4-6/instance-01.pddl/bfws | Completed: 125/1080 (11.6%) | Est. remaining: 9h 48m
[2026-05-01T17:11:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-17.pddl/decstar | Completed: 128/1080 (11.9%) | Est. remaining: 9h 40m
[2026-05-01T17:12:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-17.pddl/madagascar | Completed: 130/1080 (12.0%) | Est. remaining: 9h 37m
[2026-05-01T17:13:41Z] Last finished: snake/claude-opus-4-6/instance-04.pddl/bfws | Completed: 131/1080 (12.1%) | Est. remaining: 9h 39m
[2026-05-01T17:14:41Z] Last finished: snake/claude-opus-4-6/instance-04.pddl/bfws | Completed: 131/1080 (12.1%) | Est. remaining: 9h 46m
[2026-05-01T17:15:41Z] Last finished: snake/claude-opus-4-6/instance-04.pddl/bfws | Completed: 131/1080 (12.1%) | Est. remaining: 9h 54m
[2026-05-01T17:16:41Z] Last finished: snake/claude-opus-4-6/instance-07.pddl/bfws | Completed: 132/1080 (12.2%) | Est. remaining: 9h 56m
[2026-05-01T17:17:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-18.pddl/decstar | Completed: 134/1080 (12.4%) | Est. remaining: 9h 53m
[2026-05-01T17:18:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-18.pddl/madagascar | Completed: 135/1080 (12.5%) | Est. remaining: 9h 55m
[2026-05-01T17:19:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-18.pddl/madagascar | Completed: 135/1080 (12.5%) | Est. remaining: 10h 2m
[2026-05-01T17:20:41Z] Last finished: snake/claude-opus-4-6/instance-08.pddl/bfws | Completed: 136/1080 (12.6%) | Est. remaining: 10h 3m
[2026-05-01T17:21:41Z] Last finished: snake/claude-opus-4-6/instance-08.pddl/bfws | Completed: 136/1080 (12.6%) | Est. remaining: 10h 10m
[2026-05-01T17:22:41Z] Last finished: snake/claude-opus-4-6/instance-08.pddl/bfws | Completed: 136/1080 (12.6%) | Est. remaining: 10h 17m
[2026-05-01T17:23:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-19.pddl/decstar | Completed: 138/1080 (12.8%) | Est. remaining: 10h 14m
[2026-05-01T17:24:41Z] Last finished: visitall/gpt-5.4-2026-03-05/instance-19.pddl/madagascar | Completed: 139/1080 (12.9%) | Est. remaining: 10h 16m
[2026-05-01T17:25:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/bfws | Completed: 140/1080 (13.0%) | Est. remaining: 10h 17m
[2026-05-01T17:26:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/bfws | Completed: 140/1080 (13.0%) | Est. remaining: 10h 24m
[2026-05-01T17:27:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/bfws | Completed: 140/1080 (13.0%) | Est. remaining: 10h 31m
[2026-05-01T17:28:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/bfws | Completed: 140/1080 (13.0%) | Est. remaining: 10h 37m
[2026-05-01T17:29:41Z] Last finished: visitall/claude-opus-4-6/instance-01.pddl/decstar | Completed: 142/1080 (13.1%) | Est. remaining: 10h 34m
[2026-05-01T17:30:41Z] Last finished: visitall/claude-opus-4-6/instance-01.pddl/madagascar | Completed: 143/1080 (13.2%) | Est. remaining: 10h 35m
[2026-05-01T17:31:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/bfws | Completed: 144/1080 (13.3%) | Est. remaining: 10h 37m
[2026-05-01T17:32:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/bfws | Completed: 144/1080 (13.3%) | Est. remaining: 10h 43m
[2026-05-01T17:33:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/bfws | Completed: 144/1080 (13.3%) | Est. remaining: 10h 50m
[2026-05-01T17:34:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/bfws | Completed: 144/1080 (13.3%) | Est. remaining: 10h 56m
[2026-05-01T17:35:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-04.pddl/lama | Completed: 150/1080 (13.9%) | Est. remaining: 10h 32m
[2026-05-01T17:36:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-07.pddl/lama | Completed: 152/1080 (14.1%) | Est. remaining: 10h 28m
[2026-05-01T17:37:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-09.pddl/lama | Completed: 155/1080 (14.4%) | Est. remaining: 10h 20m
[2026-05-01T17:38:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-11.pddl/lama | Completed: 156/1080 (14.4%) | Est. remaining: 10h 21m
[2026-05-01T17:39:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-12.pddl/lama | Completed: 157/1080 (14.5%) | Est. remaining: 10h 23m
[2026-05-01T17:40:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-13.pddl/lama | Completed: 158/1080 (14.6%) | Est. remaining: 10h 24m
[2026-05-01T17:41:41Z] Last finished: visitall/claude-opus-4-6/instance-03.pddl/decstar | Completed: 160/1080 (14.8%) | Est. remaining: 10h 21m
[2026-05-01T17:42:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-16.pddl/lama | Completed: 162/1080 (15.0%) | Est. remaining: 10h 17m
[2026-05-01T17:43:41Z] Last finished: snake/claude-opus-4-6/instance-13.pddl/bfws | Completed: 164/1080 (15.2%) | Est. remaining: 10h 14m
[2026-05-01T17:44:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-18.pddl/lama | Completed: 165/1080 (15.3%) | Est. remaining: 10h 15m
[2026-05-01T17:45:41Z] Last finished: visitall/gemini-3.1-pro-preview-customtools/instance-18.pddl/lama | Completed: 165/1080 (15.3%) | Est. remaining: 10h 21m
[2026-05-01T17:46:41Z] Last finished: snake/claude-opus-4-6/instance-01.pddl/lama | Completed: 167/1080 (15.5%) | Est. remaining: 10h 17m
[2026-05-01T17:47:41Z] Last finished: visitall/claude-opus-4-6/instance-04.pddl/decstar | Completed: 168/1080 (15.6%) | Est. remaining: 10h 18m
[2026-05-01T17:48:41Z] Last finished: snake/claude-opus-4-6/instance-02.pddl/lama | Completed: 170/1080 (15.7%) | Est. remaining: 10h 15m
[2026-05-01T17:49:41Z] Last finished: snake/claude-opus-4-6/instance-14.pddl/bfws | Completed: 171/1080 (15.8%) | Est. remaining: 10h 16m
[2026-05-01T17:50:41Z] Last finished: snake/claude-opus-4-6/instance-14.pddl/bfws | Completed: 171/1080 (15.8%) | Est. remaining: 10h 21m
[2026-05-01T17:51:41Z] Last finished: snake/claude-opus-4-6/instance-14.pddl/bfws | Completed: 171/1080 (15.8%) | Est. remaining: 10h 27m
[2026-05-01T17:52:41Z] Last finished: snake/claude-opus-4-6/instance-14.pddl/bfws | Completed: 171/1080 (15.8%) | Est. remaining: 10h 32m
[2026-05-01T17:53:41Z] Last finished: visitall/claude-opus-4-6/instance-07.pddl/decstar | Completed: 172/1080 (15.9%) | Est. remaining: 10h 33m
[2026-05-01T17:54:41Z] Last finished: snake/claude-opus-4-6/instance-03.pddl/lama | Completed: 174/1080 (16.1%) | Est. remaining: 10h 30m
[2026-05-01T17:55:41Z] Last finished: snake/claude-opus-4-6/instance-16.pddl/bfws | Completed: 175/1080 (16.2%) | Est. remaining: 10h 30m
[2026-05-01T17:56:41Z] Last finished: snake/claude-opus-4-6/instance-16.pddl/bfws | Completed: 175/1080 (16.2%) | Est. remaining: 10h 36m
[2026-05-01T17:57:41Z] Last finished: snake/claude-opus-4-6/instance-16.pddl/bfws | Completed: 175/1080 (16.2%) | Est. remaining: 10h 41m
[2026-05-01T17:58:41Z] Last finished: snake/claude-opus-4-6/instance-16.pddl/bfws | Completed: 175/1080 (16.2%) | Est. remaining: 10h 46m
[2026-05-01T17:59:41Z] Last finished: visitall/claude-opus-4-6/instance-08.pddl/decstar | Completed: 176/1080 (16.3%) | Est. remaining: 10h 47m
[2026-05-01T18:00:41Z] Last finished: snake/claude-opus-4-6/instance-04.pddl/lama | Completed: 178/1080 (16.5%) | Est. remaining: 10h 43m
[2026-05-01T18:01:41Z] Last finished: snake/claude-opus-4-6/instance-17.pddl/bfws | Completed: 179/1080 (16.6%) | Est. remaining: 10h 44m
[2026-05-01T18:02:41Z] Last finished: snake/claude-opus-4-6/instance-17.pddl/bfws | Completed: 179/1080 (16.6%) | Est. remaining: 10h 49m
[2026-05-01T18:03:41Z] Last finished: snake/claude-opus-4-6/instance-17.pddl/bfws | Completed: 179/1080 (16.6%) | Est. remaining: 10h 54m
[2026-05-01T18:04:41Z] Last finished: snake/claude-opus-4-6/instance-17.pddl/bfws | Completed: 179/1080 (16.6%) | Est. remaining: 10h 59m
[2026-05-01T18:05:41Z] Last finished: visitall/claude-opus-4-6/instance-09.pddl/decstar | Completed: 180/1080 (16.7%) | Est. remaining: 11h 0m
[2026-05-01T18:06:41Z] Last finished: snake/claude-opus-4-6/instance-07.pddl/lama | Completed: 182/1080 (16.9%) | Est. remaining: 10h 56m
[2026-05-01T18:07:41Z] Last finished: snake/claude-opus-4-6/instance-18.pddl/bfws | Completed: 183/1080 (16.9%) | Est. remaining: 10h 56m
[2026-05-01T18:08:41Z] Last finished: snake/claude-opus-4-6/instance-18.pddl/bfws | Completed: 183/1080 (16.9%) | Est. remaining: 11h 1m
[2026-05-01T18:09:41Z] Last finished: snake/claude-opus-4-6/instance-18.pddl/bfws | Completed: 183/1080 (16.9%) | Est. remaining: 11h 6m
[2026-05-01T18:10:41Z] Last finished: snake/claude-opus-4-6/instance-18.pddl/bfws | Completed: 183/1080 (16.9%) | Est. remaining: 11h 11m
[2026-05-01T18:11:41Z] Last finished: visitall/claude-opus-4-6/instance-11.pddl/decstar | Completed: 184/1080 (17.0%) | Est. remaining: 11h 12m
[2026-05-01T18:12:41Z] Last finished: snake/claude-opus-4-6/instance-08.pddl/lama | Completed: 186/1080 (17.2%) | Est. remaining: 11h 8m
[2026-05-01T18:13:41Z] Last finished: snake/claude-opus-4-6/instance-19.pddl/bfws | Completed: 187/1080 (17.3%) | Est. remaining: 11h 8m
[2026-05-01T18:14:41Z] Last finished: snake/claude-opus-4-6/instance-19.pddl/bfws | Completed: 187/1080 (17.3%) | Est. remaining: 11h 13m
[2026-05-01T18:15:41Z] Last finished: snake/claude-opus-4-6/instance-19.pddl/bfws | Completed: 187/1080 (17.3%) | Est. remaining: 11h 18m
[2026-05-01T18:16:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-01.pddl/bfws | Completed: 188/1080 (17.4%) | Est. remaining: 11h 18m
[2026-05-01T18:17:41Z] Last finished: visitall/claude-opus-4-6/instance-12.pddl/decstar | Completed: 189/1080 (17.5%) | Est. remaining: 11h 18m
[2026-05-01T18:18:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/lama | Completed: 191/1080 (17.7%) | Est. remaining: 11h 14m
[2026-05-01T18:19:41Z] Last finished: snake/claude-opus-4-6/instance-09.pddl/lama | Completed: 191/1080 (17.7%) | Est. remaining: 11h 19m
[2026-05-01T18:20:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-03.pddl/bfws | Completed: 193/1080 (17.9%) | Est. remaining: 11h 15m
[2026-05-01T18:21:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-03.pddl/bfws | Completed: 193/1080 (17.9%) | Est. remaining: 11h 20m
[2026-05-01T18:22:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-03.pddl/bfws | Completed: 193/1080 (17.9%) | Est. remaining: 11h 24m
[2026-05-01T18:23:41Z] Last finished: visitall/claude-opus-4-6/instance-13.pddl/decstar | Completed: 194/1080 (18.0%) | Est. remaining: 11h 25m
[2026-05-01T18:24:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/lama | Completed: 196/1080 (18.1%) | Est. remaining: 11h 21m
[2026-05-01T18:25:41Z] Last finished: snake/claude-opus-4-6/instance-11.pddl/lama | Completed: 196/1080 (18.1%) | Est. remaining: 11h 25m
[2026-05-01T18:26:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-04.pddl/bfws | Completed: 197/1080 (18.2%) | Est. remaining: 11h 25m
[2026-05-01T18:27:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-04.pddl/bfws | Completed: 197/1080 (18.2%) | Est. remaining: 11h 30m
[2026-05-01T18:28:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-04.pddl/bfws | Completed: 197/1080 (18.2%) | Est. remaining: 11h 34m
[2026-05-01T18:29:41Z] Last finished: visitall/claude-opus-4-6/instance-14.pddl/decstar | Completed: 199/1080 (18.4%) | Est. remaining: 11h 30m
[2026-05-01T18:30:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-09.pddl/bfws | Completed: 203/1080 (18.8%) | Est. remaining: 11h 18m
[2026-05-01T18:31:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-09.pddl/bfws | Completed: 203/1080 (18.8%) | Est. remaining: 11h 22m
[2026-05-01T18:32:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-09.pddl/bfws | Completed: 203/1080 (18.8%) | Est. remaining: 11h 26m
[2026-05-01T18:33:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-09.pddl/bfws | Completed: 203/1080 (18.8%) | Est. remaining: 11h 31m
[2026-05-01T18:34:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-09.pddl/bfws | Completed: 203/1080 (18.8%) | Est. remaining: 11h 35m
[2026-05-01T18:35:41Z] Last finished: visitall/claude-opus-4-6/instance-16.pddl/decstar | Completed: 204/1080 (18.9%) | Est. remaining: 11h 35m
[2026-05-01T18:36:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-11.pddl/bfws | Completed: 207/1080 (19.2%) | Est. remaining: 11h 27m
[2026-05-01T18:37:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-11.pddl/bfws | Completed: 207/1080 (19.2%) | Est. remaining: 11h 31m
[2026-05-01T18:38:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-11.pddl/bfws | Completed: 207/1080 (19.2%) | Est. remaining: 11h 35m
[2026-05-01T18:39:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-12.pddl/bfws | Completed: 208/1080 (19.3%) | Est. remaining: 11h 35m
[2026-05-01T18:40:41Z] Last finished: ricochet-robots/gpt-5.4-2026-03-05/instance-12.pddl/bfws | Completed: 208/1080 (19.3%) | Est. remaining: 11h 40m
[2026-05-01T18:41:41Z] Last finished: visitall/claude-opus-4-6/instance-17.pddl/decstar | Completed: 209/1080 (19.4%) | Est. remaining: 11h 40m
[2026-05-01T18:42:41Z] Last finished: snake/claude-opus-4-6/instance-14.pddl/lama | Completed: 211/1080 (19.5%) | Est. remaining: 11h 36m
