Timestamp,Component,Run_ID,Domain,Problem,Planner,Error_Type,Dump_Path
2026-05-01T16:44:40.046087+00:00,PLANNER,394,snake,instance-16.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/394_TIMEOUT.txt
2026-05-01T16:47:14.613664+00:00,PLANNER,395,snake,instance-09.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/395_TIMEOUT.txt
2026-05-01T16:47:37.136272+00:00,PLANNER,396,visitall,instance-12.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/396_TIMEOUT.txt
2026-05-01T16:47:46.182436+00:00,PLANNER,397,visitall,instance-12.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/397_TIMEOUT.txt
2026-05-01T16:50:40.555812+00:00,PLANNER,398,snake,instance-17.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/398_TIMEOUT.txt
2026-05-01T16:53:15.440423+00:00,PLANNER,399,snake,instance-11.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/399_TIMEOUT.txt
2026-05-01T16:53:36.675308+00:00,PLANNER,400,visitall,instance-13.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/400_TIMEOUT.txt
2026-05-01T16:53:46.726303+00:00,PLANNER,401,visitall,instance-13.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/401_TIMEOUT.txt
2026-05-01T16:56:41.089539+00:00,PLANNER,402,snake,instance-18.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/402_TIMEOUT.txt
2026-05-01T16:59:15.748843+00:00,PLANNER,403,snake,instance-12.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/403_TIMEOUT.txt
2026-05-01T16:59:36.179948+00:00,PLANNER,404,visitall,instance-14.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/404_TIMEOUT.txt
2026-05-01T16:59:47.209239+00:00,PLANNER,405,visitall,instance-14.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/405_TIMEOUT.txt
2026-05-01T17:02:41.611478+00:00,PLANNER,406,snake,instance-19.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/406_TIMEOUT.txt
2026-05-01T17:05:15.883247+00:00,PLANNER,416,snake,instance-13.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/416_TIMEOUT.txt
2026-05-01T17:05:35.907602+00:00,PLANNER,418,visitall,instance-16.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/418_TIMEOUT.txt
2026-05-01T17:05:47.697491+00:00,PLANNER,419,visitall,instance-16.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/419_TIMEOUT.txt
2026-05-01T17:11:16.742814+00:00,PLANNER,427,snake,instance-14.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/427_TIMEOUT.txt
2026-05-01T17:11:35.396273+00:00,PLANNER,428,visitall,instance-17.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/428_TIMEOUT.txt
2026-05-01T17:11:48.197556+00:00,PLANNER,430,visitall,instance-17.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/430_TIMEOUT.txt
2026-05-01T17:17:17.169965+00:00,PLANNER,433,snake,instance-16.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/433_TIMEOUT.txt
2026-05-01T17:17:34.903849+00:00,PLANNER,434,visitall,instance-18.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/434_TIMEOUT.txt
2026-05-01T17:17:48.725405+00:00,PLANNER,435,visitall,instance-18.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/435_TIMEOUT.txt
2026-05-01T17:23:17.395095+00:00,PLANNER,437,snake,instance-17.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/437_TIMEOUT.txt
2026-05-01T17:23:34.440726+00:00,PLANNER,438,visitall,instance-19.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/438_TIMEOUT.txt
2026-05-01T17:23:49.211733+00:00,PLANNER,439,visitall,instance-19.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/439_TIMEOUT.txt
2026-05-01T17:29:17.529818+00:00,PLANNER,441,snake,instance-18.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/441_TIMEOUT.txt
2026-05-01T17:29:33.897310+00:00,PLANNER,442,visitall,instance-01.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/442_TIMEOUT.txt
2026-05-01T17:29:49.718806+00:00,PLANNER,443,visitall,instance-01.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/443_TIMEOUT.txt
2026-05-01T17:35:17.632930+00:00,PLANNER,445,snake,instance-19.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/445_TIMEOUT.txt
2026-05-01T17:35:33.348548+00:00,PLANNER,449,visitall,instance-02.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/449_TIMEOUT.txt
2026-05-01T17:35:50.261237+00:00,PLANNER,451,visitall,instance-02.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/451_TIMEOUT.txt
2026-05-01T17:37:13.645410+00:00,PLANNER,454,snake,instance-12.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/454_TIMEOUT.txt
2026-05-01T17:41:32.860472+00:00,PLANNER,460,visitall,instance-03.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/460_TIMEOUT.txt
2026-05-01T17:41:50.809622+00:00,PLANNER,461,visitall,instance-03.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/461_TIMEOUT.txt
2026-05-01T17:43:14.189291+00:00,PLANNER,464,snake,instance-13.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/464_TIMEOUT.txt
2026-05-01T17:47:32.439252+00:00,PLANNER,468,visitall,instance-04.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/468_TIMEOUT.txt
2026-05-01T17:47:51.340363+00:00,PLANNER,469,visitall,instance-04.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/469_TIMEOUT.txt
2026-05-01T17:49:14.730639+00:00,PLANNER,471,snake,instance-14.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/471_TIMEOUT.txt
2026-05-01T17:53:32.437501+00:00,PLANNER,472,visitall,instance-07.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/472_TIMEOUT.txt
2026-05-01T17:53:51.869850+00:00,PLANNER,473,visitall,instance-07.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/473_TIMEOUT.txt
2026-05-01T17:54:31.816041+00:00,PLANNER,474,snake,instance-03.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/474_TIMEOUT.txt
2026-05-01T17:55:15.277602+00:00,PLANNER,475,snake,instance-16.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/475_TIMEOUT.txt
2026-05-01T17:59:31.451664+00:00,PLANNER,476,visitall,instance-08.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/476_TIMEOUT.txt
2026-05-01T17:59:52.371958+00:00,PLANNER,477,visitall,instance-08.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/477_TIMEOUT.txt
2026-05-01T18:00:31.836325+00:00,PLANNER,478,snake,instance-04.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/478_TIMEOUT.txt
2026-05-01T18:01:15.832707+00:00,PLANNER,479,snake,instance-17.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/479_TIMEOUT.txt
2026-05-01T18:05:31.436069+00:00,PLANNER,480,visitall,instance-09.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/480_TIMEOUT.txt
2026-05-01T18:05:52.903754+00:00,PLANNER,481,visitall,instance-09.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/481_TIMEOUT.txt
2026-05-01T18:06:31.909236+00:00,PLANNER,482,snake,instance-07.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/482_TIMEOUT.txt
2026-05-01T18:07:16.436402+00:00,PLANNER,483,snake,instance-18.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/483_TIMEOUT.txt
2026-05-01T18:11:30.762855+00:00,PLANNER,484,visitall,instance-11.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/484_TIMEOUT.txt
2026-05-01T18:11:53.444909+00:00,PLANNER,485,visitall,instance-11.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/485_TIMEOUT.txt
2026-05-01T18:12:32.277719+00:00,PLANNER,486,snake,instance-08.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/486_TIMEOUT.txt
2026-05-01T18:13:17.004041+00:00,PLANNER,487,snake,instance-19.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/487_TIMEOUT.txt
2026-05-01T18:17:30.132984+00:00,PLANNER,489,visitall,instance-12.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/489_TIMEOUT.txt
2026-05-01T18:17:53.940384+00:00,PLANNER,490,visitall,instance-12.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/490_TIMEOUT.txt
2026-05-01T18:18:32.506800+00:00,PLANNER,491,snake,instance-09.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/491_TIMEOUT.txt
2026-05-01T18:23:29.622171+00:00,PLANNER,494,visitall,instance-13.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/494_TIMEOUT.txt
2026-05-01T18:23:54.428622+00:00,PLANNER,495,visitall,instance-13.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/495_TIMEOUT.txt
2026-05-01T18:24:32.387961+00:00,PLANNER,496,snake,instance-11.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/496_TIMEOUT.txt
2026-05-01T18:26:08.622253+00:00,PLANNER,497,ricochet-robots,instance-04.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/497_TIMEOUT.txt
2026-05-01T18:29:29.130088+00:00,PLANNER,499,visitall,instance-14.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/499_TIMEOUT.txt
2026-05-01T18:29:54.946118+00:00,PLANNER,500,visitall,instance-14.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/500_TIMEOUT.txt
2026-05-01T18:30:32.792743+00:00,PLANNER,502,snake,instance-12.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/502_TIMEOUT.txt
2026-05-01T18:35:28.614207+00:00,PLANNER,504,visitall,instance-16.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/504_TIMEOUT.txt
2026-05-01T18:35:55.444605+00:00,PLANNER,505,visitall,instance-16.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/505_TIMEOUT.txt
2026-05-01T18:36:32.921060+00:00,PLANNER,506,snake,instance-13.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/506_TIMEOUT.txt
2026-05-01T18:36:36.064424+00:00,PLANNER,507,ricochet-robots,instance-11.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/507_TIMEOUT.txt
2026-05-01T18:41:28.264379+00:00,PLANNER,509,visitall,instance-17.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/509_TIMEOUT.txt
2026-05-01T18:41:55.958974+00:00,PLANNER,510,visitall,instance-17.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/510_TIMEOUT.txt
2026-05-01T18:42:32.788947+00:00,PLANNER,511,snake,instance-14.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/511_TIMEOUT.txt
2026-05-01T18:47:27.928389+00:00,PLANNER,513,visitall,instance-18.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/513_TIMEOUT.txt
2026-05-01T18:47:56.477702+00:00,PLANNER,514,visitall,instance-18.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/514_TIMEOUT.txt
2026-05-01T18:48:32.937154+00:00,PLANNER,515,snake,instance-16.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/515_TIMEOUT.txt
2026-05-01T18:49:54.145588+00:00,PLANNER,516,ricochet-robots,instance-14.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/516_TIMEOUT.txt
2026-05-01T18:53:27.604085+00:00,PLANNER,517,visitall,instance-19.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/517_TIMEOUT.txt
2026-05-01T18:53:57.008376+00:00,PLANNER,519,visitall,instance-19.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/519_TIMEOUT.txt
2026-05-01T18:54:33.126429+00:00,PLANNER,523,snake,instance-17.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/523_TIMEOUT.txt
2026-05-01T19:00:18.392873+00:00,PLANNER,527,snake,instance-04.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/527_TIMEOUT.txt
2026-05-01T19:00:33.364143+00:00,PLANNER,528,snake,instance-18.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/528_TIMEOUT.txt
2026-05-01T19:00:51.001011+00:00,PLANNER,529,ricochet-robots,instance-17.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/529_TIMEOUT.txt
2026-05-01T19:04:12.145518+00:00,PLANNER,531,snake,instance-04.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/531_TIMEOUT.txt
2026-05-01T19:06:33.670340+00:00,PLANNER,532,snake,instance-19.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/532_TIMEOUT.txt
2026-05-01T19:06:51.536447+00:00,PLANNER,533,ricochet-robots,instance-18.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/533_TIMEOUT.txt
2026-05-01T19:07:00.934530+00:00,PLANNER,534,snake,instance-08.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/534_TIMEOUT.txt
2026-05-01T19:10:11.783466+00:00,PLANNER,536,snake,instance-07.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/536_TIMEOUT.txt
2026-05-01T19:12:52.048543+00:00,PLANNER,537,ricochet-robots,instance-19.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/537_TIMEOUT.txt
2026-05-01T19:13:01.477165+00:00,PLANNER,538,snake,instance-09.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/538_TIMEOUT.txt
2026-05-01T19:16:11.334014+00:00,PLANNER,542,snake,instance-08.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/542_TIMEOUT.txt
2026-05-01T19:20:07.194736+00:00,PLANNER,545,snake,instance-12.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/545_TIMEOUT.txt
2026-05-01T19:22:11.001490+00:00,PLANNER,547,snake,instance-09.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/547_TIMEOUT.txt
2026-05-01T19:22:22.760425+00:00,PLANNER,548,ricochet-robots,instance-04.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/548_TIMEOUT.txt
2026-05-01T19:26:07.764029+00:00,PLANNER,550,snake,instance-13.pddl,madagascar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/550_TIMEOUT.txt
2026-05-01T19:26:15.357643+00:00,PLANNER,551,ricochet-robots,instance-04.pddl,bfws,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/551_TIMEOUT.txt
2026-05-01T19:28:11.921959+00:00,PLANNER,552,snake,instance-11.pddl,decstar,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/552_TIMEOUT.txt
2026-05-01T19:29:54.700471+00:00,PLANNER,555,ricochet-robots,instance-08.pddl,lama,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage1/error_dumps/TIMEOUT/555_TIMEOUT.txt
