Planner,Domain,Instance,IPC Score,Stage,Prompt ID
lama,visitall,instance-11.pddl,0.9305,Arch_Aware,1.0
lama,visitall,instance-12.pddl,0.9258,Arch_Aware,1.0
lama,visitall,instance-13.pddl,0.9205,Arch_Aware,1.0
lama,visitall,instance-14.pddl,0.9131,Arch_Aware,1.0
lama,visitall,instance-16.pddl,0.9245,Arch_Aware,1.0
lama,visitall,instance-17.pddl,0.9258,Arch_Aware,1.0
lama,visitall,instance-18.pddl,0.9236,Arch_Aware,1.0
lama,visitall,instance-19.pddl,0.906,Arch_Aware,1.0
decstar,barman,instance-01.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-02.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-03.pddl,0.9986,Cross_Test,3.0
decstar,barman,instance-04.pddl,0.9971,Cross_Test,3.0
decstar,barman,instance-07.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-08.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-09.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-11.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-12.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-13.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-14.pddl,0.9942,Cross_Test,3.0
decstar,barman,instance-16.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-17.pddl,0.973,Cross_Test,3.0
decstar,barman,instance-18.pddl,0.0,Cross_Test,3.0
decstar,barman,instance-19.pddl,0.0,Cross_Test,3.0
decstar,depots,instance-01.pddl,0.9663,Cross_Test,4.0
decstar,depots,instance-02.pddl,0.9817,Cross_Test,3.0
decstar,depots,instance-03.pddl,0.991,Cross_Test,3.0
decstar,depots,instance-04.pddl,0.9758,Cross_Test,3.0
decstar,depots,instance-07.pddl,0.9842,Cross_Test,4.0
decstar,depots,instance-08.pddl,0.9953,Cross_Test,4.0
decstar,depots,instance-09.pddl,0.9996,Cross_Test,4.0
decstar,depots,instance-11.pddl,0.9871,Cross_Test,3.0
decstar,depots,instance-12.pddl,0.0,Cross_Test,3.0
decstar,depots,instance-13.pddl,0.9801,Cross_Test,3.0
decstar,depots,instance-14.pddl,1.0,Cross_Test,1.0
decstar,depots,instance-16.pddl,1.0,Cross_Test,1.0
decstar,depots,instance-17.pddl,1.0,Cross_Test,1.0
decstar,depots,instance-18.pddl,0.999,Cross_Test,1.0
decstar,depots,instance-19.pddl,0.9932,Cross_Test,4.0
decstar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-02.pddl,1.0,Cross_Test,3.0
decstar,ricochet-robots,instance-03.pddl,1.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-07.pddl,1.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-09.pddl,0.9998,Cross_Test,1.0
decstar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-13.pddl,1.0,Cross_Test,3.0
decstar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-01.pddl,1.0,Cross_Test,1.0
decstar,snake,instance-02.pddl,0.9979,Cross_Test,1.0
decstar,snake,instance-03.pddl,0.9999,Cross_Test,1.0
decstar,snake,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-02.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-03.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-19.pddl,0.0,Arch_Aware,2.0
madagascar,barman,instance-01.pddl,0.846,Cross_Test,3.0
madagascar,barman,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-04.pddl,0.6152,Cross_Test,3.0
madagascar,barman,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-09.pddl,0.907,Cross_Test,3.0
madagascar,barman,instance-11.pddl,0.5624,Arch_Aware,4.0
madagascar,barman,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-14.pddl,0.6168,Cross_Test,3.0
madagascar,barman,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-17.pddl,0.6442,Arch_Aware,4.0
madagascar,barman,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,depots,instance-01.pddl,0.9756,Arch_Aware,4.0
madagascar,depots,instance-02.pddl,0.9845,Arch_Aware,4.0
madagascar,depots,instance-03.pddl,0.9697,Arch_Aware,4.0
madagascar,depots,instance-04.pddl,0.9786,Arch_Aware,4.0
madagascar,depots,instance-07.pddl,0.9877,Arch_Aware,4.0
madagascar,depots,instance-08.pddl,0.9935,Arch_Aware,4.0
madagascar,depots,instance-09.pddl,0.9267,Arch_Aware,4.0
madagascar,depots,instance-11.pddl,0.966,Arch_Aware,4.0
madagascar,depots,instance-12.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-13.pddl,0.9939,Arch_Aware,4.0
madagascar,depots,instance-14.pddl,0.993,Arch_Aware,4.0
madagascar,depots,instance-16.pddl,0.9836,Arch_Aware,4.0
madagascar,depots,instance-17.pddl,0.9951,Arch_Aware,4.0
madagascar,depots,instance-18.pddl,0.9813,Arch_Aware,4.0
madagascar,depots,instance-19.pddl,0.9699,Arch_Aware,4.0
madagascar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-01.pddl,0.8908,Arch_Aware,4.0
madagascar,snake,instance-02.pddl,0.8763,Cross_Test,2.0
madagascar,snake,instance-03.pddl,0.5177,Arch_Aware,4.0
madagascar,snake,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-07.pddl,1.0,Arch_Aware,4.0
madagascar,snake,instance-08.pddl,0.6951,Arch_Aware,4.0
madagascar,snake,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-11.pddl,0.9891,Cross_Test,1.0
madagascar,snake,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-16.pddl,0.9678,Cross_Test,2.0
madagascar,snake,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-19.pddl,0.0,Arch_Aware,4.0
