Planner,Domain,Instance,IPC Score,Stage,Prompt ID,Iteration
bfws,ricochet-robots,instance-18.pddl,0.8689,Feedback_Loop2,3.2,2
bfws,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-01.pddl,0.9723,Feedback_Loop2,3.2,2
bfws,snake,instance-02.pddl,0.8313,Feedback_Loop2,3.2,2
bfws,snake,instance-03.pddl,0.8223,Feedback_Loop2,3.2,2
bfws,snake,instance-04.pddl,0.7771,Feedback_Loop2,3.2,2
bfws,snake,instance-07.pddl,0.8873,Feedback_Loop2,3.2,2
bfws,snake,instance-08.pddl,0.9012,Feedback_Loop2,3.2,2
bfws,snake,instance-09.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-11.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-12.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-13.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-14.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-16.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-17.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-18.pddl,0.0,Feedback_Loop1,3.1,1
bfws,snake,instance-19.pddl,0.0,Feedback_Loop1,3.1,1
bfws,visitall,instance-01.pddl,0.9622,Feedback_Loop1,3.1,1
bfws,visitall,instance-02.pddl,0.9811,Feedback_Loop2,3.2,2
bfws,visitall,instance-03.pddl,0.9734,Feedback_Loop3,3.3,3
bfws,visitall,instance-04.pddl,0.9709,Feedback_Loop2,3.2,2
bfws,visitall,instance-07.pddl,0.8724,Feedback_Loop2,3.2,2
bfws,visitall,instance-08.pddl,0.8917,Feedback_Loop2,3.2,2
bfws,visitall,instance-09.pddl,0.8741,Feedback_Loop2,3.2,2
bfws,visitall,instance-11.pddl,0.8595,Feedback_Loop1,3.1,1
bfws,visitall,instance-12.pddl,0.8815,Feedback_Loop1,3.1,1
bfws,visitall,instance-13.pddl,0.9549,Feedback_Loop1,3.1,1
bfws,visitall,instance-14.pddl,0.9465,Feedback_Loop2,3.2,2
bfws,visitall,instance-16.pddl,0.9436,Feedback_Loop2,3.2,2
bfws,visitall,instance-17.pddl,0.8568,Feedback_Loop3,3.3,3
bfws,visitall,instance-18.pddl,0.8844,Feedback_Loop3,3.3,3
bfws,visitall,instance-19.pddl,0.8485,Feedback_Loop3,3.3,3
lama,barman,instance-01.pddl,0.9781,Feedback_Loop3,1.3,3
lama,barman,instance-02.pddl,1.0,Feedback_Loop2,1.2,2
lama,barman,instance-03.pddl,1.0,Feedback_Loop1,1.1,1
lama,barman,instance-04.pddl,0.9964,Feedback_Loop3,1.3,3
lama,barman,instance-07.pddl,0.9604,Feedback_Loop3,1.3,3
lama,barman,instance-08.pddl,0.9594,Feedback_Loop3,1.3,3
lama,barman,instance-09.pddl,0.9863,Feedback_Loop3,1.3,3
lama,barman,instance-11.pddl,0.988,Feedback_Loop1,1.1,1
lama,barman,instance-12.pddl,0.9939,Feedback_Loop1,1.1,1
lama,barman,instance-13.pddl,0.9947,Feedback_Loop2,1.2,2
lama,barman,instance-14.pddl,0.9956,Feedback_Loop2,1.2,2
lama,barman,instance-16.pddl,0.9867,Feedback_Loop3,1.3,3
lama,barman,instance-17.pddl,0.9911,Feedback_Loop2,1.2,2
lama,barman,instance-18.pddl,0.9672,Feedback_Loop3,1.3,3
lama,barman,instance-19.pddl,0.9889,Feedback_Loop3,1.3,3
lama,depots,instance-01.pddl,0.9697,Feedback_Loop1,1.1,1
lama,depots,instance-02.pddl,0.9623,Feedback_Loop1,1.1,1
lama,depots,instance-03.pddl,0.9668,Feedback_Loop1,1.1,1
lama,depots,instance-04.pddl,0.961,Feedback_Loop1,1.1,1
lama,depots,instance-07.pddl,0.9691,Feedback_Loop2,1.2,2
lama,depots,instance-08.pddl,0.9696,Feedback_Loop3,1.3,3
lama,depots,instance-09.pddl,0.9807,Feedback_Loop3,1.3,3
lama,depots,instance-11.pddl,0.9814,Feedback_Loop3,1.3,3
lama,depots,instance-12.pddl,1.0,Feedback_Loop2,1.2,2
lama,depots,instance-13.pddl,0.9859,Feedback_Loop2,1.2,2
lama,depots,instance-14.pddl,0.9856,Feedback_Loop2,1.2,2
lama,depots,instance-16.pddl,0.9742,Feedback_Loop2,1.2,2
lama,depots,instance-17.pddl,0.9758,Feedback_Loop2,1.2,2
lama,depots,instance-18.pddl,0.7194,Feedback_Loop3,1.3,3
lama,depots,instance-19.pddl,0.9816,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-01.pddl,0.9851,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-02.pddl,0.9955,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-03.pddl,0.9987,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-07.pddl,0.9987,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-08.pddl,0.9953,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-09.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-13.pddl,0.9973,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-14.pddl,0.9926,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-01.pddl,0.9946,Feedback_Loop1,1.1,1
lama,snake,instance-02.pddl,0.9766,Feedback_Loop3,1.3,3
lama,snake,instance-03.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-04.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-07.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-08.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-09.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-11.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-12.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-13.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-14.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-16.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-17.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-18.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-19.pddl,0.0,Feedback_Loop1,1.1,1
lama,visitall,instance-01.pddl,0.9877,Feedback_Loop3,1.3,3
lama,visitall,instance-02.pddl,0.9848,Feedback_Loop2,1.2,2
lama,visitall,instance-03.pddl,0.9797,Feedback_Loop1,1.1,1
lama,visitall,instance-04.pddl,0.9784,Feedback_Loop2,1.2,2
lama,visitall,instance-07.pddl,0.9456,Feedback_Loop2,1.2,2
lama,visitall,instance-08.pddl,0.9473,Feedback_Loop2,1.2,2
lama,visitall,instance-09.pddl,0.9396,Feedback_Loop2,1.2,2
lama,visitall,instance-11.pddl,0.945,Feedback_Loop2,1.2,2
lama,visitall,instance-12.pddl,0.9318,Feedback_Loop1,1.1,1
lama,visitall,instance-13.pddl,0.9235,Feedback_Loop1,1.1,1
lama,visitall,instance-14.pddl,0.9371,Feedback_Loop3,1.3,3
lama,visitall,instance-16.pddl,0.9298,Feedback_Loop2,1.2,2
lama,visitall,instance-17.pddl,0.9243,Feedback_Loop1,1.1,1
lama,visitall,instance-18.pddl,0.9374,Feedback_Loop2,1.2,2
lama,visitall,instance-19.pddl,0.9227,Feedback_Loop3,1.3,3
decstar,barman,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-02.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-03.pddl,0.9667,Feedback_Loop1,2.1,1
decstar,barman,instance-04.pddl,0.9758,Feedback_Loop1,2.1,1
decstar,barman,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-14.pddl,0.9723,Feedback_Loop2,2.2,2
decstar,barman,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-17.pddl,0.9783,Feedback_Loop1,2.1,1
decstar,barman,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,depots,instance-01.pddl,0.9254,Feedback_Loop3,2.3,3
decstar,depots,instance-02.pddl,0.9239,Feedback_Loop2,2.2,2
decstar,depots,instance-03.pddl,0.9134,Feedback_Loop3,2.3,3
decstar,depots,instance-04.pddl,0.9475,Feedback_Loop1,2.1,1
decstar,depots,instance-07.pddl,0.9379,Feedback_Loop1,2.1,1
decstar,depots,instance-08.pddl,0.9353,Feedback_Loop2,2.2,2
decstar,depots,instance-09.pddl,0.9678,Feedback_Loop2,2.2,2
decstar,depots,instance-11.pddl,0.9457,Feedback_Loop3,2.3,3
decstar,depots,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,depots,instance-13.pddl,0.9455,Feedback_Loop1,2.1,1
decstar,depots,instance-14.pddl,0.9575,Feedback_Loop1,2.1,1
decstar,depots,instance-16.pddl,0.9509,Feedback_Loop1,2.1,1
decstar,depots,instance-17.pddl,0.9396,Feedback_Loop1,2.1,1
decstar,depots,instance-18.pddl,0.9661,Feedback_Loop1,2.1,1
decstar,depots,instance-19.pddl,0.9433,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-02.pddl,0.9769,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-03.pddl,0.9813,Feedback_Loop2,2.2,2
decstar,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-07.pddl,0.9731,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-09.pddl,0.9527,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-13.pddl,0.9697,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-01.pddl,0.9096,Feedback_Loop1,2.1,1
decstar,snake,instance-02.pddl,0.9263,Feedback_Loop3,2.3,3
decstar,snake,instance-03.pddl,0.9328,Feedback_Loop3,2.3,3
decstar,snake,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-02.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-03.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
madagascar,barman,instance-01.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-02.pddl,1.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-04.pddl,0.744,Feedback_Loop1,4.1,1
madagascar,barman,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-09.pddl,0.7969,Feedback_Loop1,4.1,1
madagascar,barman,instance-11.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-12.pddl,1.0,Feedback_Loop2,4.2,2
madagascar,barman,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-14.pddl,0.9047,Feedback_Loop3,4.3,3
madagascar,barman,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-17.pddl,0.6003,Feedback_Loop1,4.1,1
madagascar,barman,instance-18.pddl,1.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,depots,instance-01.pddl,0.9291,Feedback_Loop1,4.1,1
madagascar,depots,instance-02.pddl,0.9251,Feedback_Loop3,4.3,3
madagascar,depots,instance-03.pddl,0.9146,Feedback_Loop3,4.3,3
madagascar,depots,instance-04.pddl,0.9191,Feedback_Loop2,4.2,2
madagascar,depots,instance-07.pddl,0.9235,Feedback_Loop1,4.1,1
madagascar,depots,instance-08.pddl,0.9338,Feedback_Loop1,4.1,1
madagascar,depots,instance-09.pddl,0.913,Feedback_Loop2,4.2,2
madagascar,depots,instance-11.pddl,0.895,Feedback_Loop1,4.1,1
madagascar,depots,instance-12.pddl,0.8902,Feedback_Loop3,4.3,3
madagascar,depots,instance-13.pddl,0.9062,Feedback_Loop2,4.2,2
madagascar,depots,instance-14.pddl,0.9221,Feedback_Loop1,4.1,1
madagascar,depots,instance-16.pddl,0.9169,Feedback_Loop2,4.2,2
madagascar,depots,instance-17.pddl,0.9448,Feedback_Loop1,4.1,1
madagascar,depots,instance-18.pddl,0.9212,Feedback_Loop3,4.3,3
madagascar,depots,instance-19.pddl,0.9078,Feedback_Loop3,4.3,3
madagascar,ricochet-robots,instance-01.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-02.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-09.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-01.pddl,0.9195,Feedback_Loop3,4.3,3
madagascar,snake,instance-02.pddl,0.9199,Feedback_Loop2,4.2,2
madagascar,snake,instance-03.pddl,0.9809,Feedback_Loop2,4.2,2
madagascar,snake,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-07.pddl,0.7321,Feedback_Loop3,4.3,3
madagascar,snake,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-09.pddl,0.946,Feedback_Loop1,4.1,1
madagascar,snake,instance-11.pddl,0.833,Feedback_Loop2,4.2,2
madagascar,snake,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-01.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-02.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-09.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-11.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
