Planner,Domain,Instance,IPC Score
lama,depots,instance-19.pddl,0.986
lama,ricochet-robots,instance-01.pddl,0.9946
lama,ricochet-robots,instance-02.pddl,1.0
lama,ricochet-robots,instance-03.pddl,1.0
lama,ricochet-robots,instance-04.pddl,0.0
lama,ricochet-robots,instance-07.pddl,1.0
lama,ricochet-robots,instance-08.pddl,1.0
lama,ricochet-robots,instance-09.pddl,0.0
lama,ricochet-robots,instance-11.pddl,0.0
lama,ricochet-robots,instance-12.pddl,0.0
lama,ricochet-robots,instance-13.pddl,1.0
lama,ricochet-robots,instance-14.pddl,1.0
lama,ricochet-robots,instance-16.pddl,0.0
lama,ricochet-robots,instance-17.pddl,0.0
lama,ricochet-robots,instance-18.pddl,0.0
lama,ricochet-robots,instance-19.pddl,0.0
lama,snake,instance-01.pddl,0.9441
lama,snake,instance-02.pddl,0.9743
lama,snake,instance-03.pddl,0.0
lama,snake,instance-04.pddl,0.0
lama,snake,instance-07.pddl,0.0
lama,snake,instance-08.pddl,0.0
lama,snake,instance-09.pddl,0.0
lama,snake,instance-11.pddl,0.0
lama,snake,instance-12.pddl,0.0
lama,snake,instance-13.pddl,0.0
lama,snake,instance-14.pddl,0.0
lama,snake,instance-16.pddl,0.0
lama,snake,instance-17.pddl,0.0
lama,snake,instance-18.pddl,0.0
lama,snake,instance-19.pddl,0.0
lama,visitall,instance-01.pddl,0.963
lama,visitall,instance-02.pddl,0.9545
lama,visitall,instance-03.pddl,0.9617
lama,visitall,instance-04.pddl,0.939
lama,visitall,instance-07.pddl,0.9415
lama,visitall,instance-08.pddl,0.9525
lama,visitall,instance-09.pddl,0.9127
lama,visitall,instance-11.pddl,0.9107
lama,visitall,instance-12.pddl,0.9139
lama,visitall,instance-13.pddl,0.9161
lama,visitall,instance-14.pddl,0.9255
lama,visitall,instance-16.pddl,0.9207
lama,visitall,instance-17.pddl,0.9233
lama,visitall,instance-18.pddl,0.9122
lama,visitall,instance-19.pddl,0.9078
decstar,barman,instance-01.pddl,0.0
decstar,barman,instance-02.pddl,0.0
decstar,barman,instance-03.pddl,0.9939
decstar,barman,instance-04.pddl,0.9976
decstar,barman,instance-07.pddl,0.0
decstar,barman,instance-08.pddl,0.0
decstar,barman,instance-09.pddl,0.0
decstar,barman,instance-11.pddl,0.0
decstar,barman,instance-12.pddl,0.0
decstar,barman,instance-13.pddl,0.0
decstar,barman,instance-14.pddl,0.9925
decstar,barman,instance-16.pddl,0.0
decstar,barman,instance-17.pddl,0.9651
decstar,barman,instance-18.pddl,0.0
decstar,barman,instance-19.pddl,0.0
decstar,depots,instance-01.pddl,0.9051
decstar,depots,instance-02.pddl,0.9229
decstar,depots,instance-03.pddl,0.9308
decstar,depots,instance-04.pddl,0.9285
decstar,depots,instance-07.pddl,0.9316
decstar,depots,instance-08.pddl,0.9513
decstar,depots,instance-09.pddl,0.9921
decstar,depots,instance-11.pddl,0.9554
decstar,depots,instance-12.pddl,0.0
decstar,depots,instance-13.pddl,0.948
decstar,depots,instance-14.pddl,0.9639
decstar,depots,instance-16.pddl,0.9578
decstar,depots,instance-17.pddl,0.9451
decstar,depots,instance-18.pddl,0.9531
decstar,depots,instance-19.pddl,0.9562
decstar,ricochet-robots,instance-01.pddl,0.0
decstar,ricochet-robots,instance-02.pddl,0.9943
decstar,ricochet-robots,instance-03.pddl,0.9828
decstar,ricochet-robots,instance-04.pddl,0.0
decstar,ricochet-robots,instance-07.pddl,0.9964
decstar,ricochet-robots,instance-08.pddl,0.0
decstar,ricochet-robots,instance-09.pddl,0.994
decstar,ricochet-robots,instance-11.pddl,0.0
decstar,ricochet-robots,instance-12.pddl,0.0
decstar,ricochet-robots,instance-13.pddl,0.9902
decstar,ricochet-robots,instance-14.pddl,0.0
decstar,ricochet-robots,instance-16.pddl,0.0
decstar,ricochet-robots,instance-17.pddl,0.0
decstar,ricochet-robots,instance-18.pddl,0.0
decstar,ricochet-robots,instance-19.pddl,0.0
decstar,snake,instance-01.pddl,0.9572
decstar,snake,instance-02.pddl,0.9881
decstar,snake,instance-03.pddl,0.9919
decstar,snake,instance-04.pddl,0.0
decstar,snake,instance-07.pddl,0.0
decstar,snake,instance-08.pddl,0.0
decstar,snake,instance-09.pddl,0.0
decstar,snake,instance-11.pddl,0.0
decstar,snake,instance-12.pddl,0.0
decstar,snake,instance-13.pddl,0.0
decstar,snake,instance-14.pddl,0.0
decstar,snake,instance-16.pddl,0.0
decstar,snake,instance-17.pddl,0.0
decstar,snake,instance-18.pddl,0.0
decstar,snake,instance-19.pddl,0.0
decstar,visitall,instance-01.pddl,0.0
decstar,visitall,instance-02.pddl,0.0
decstar,visitall,instance-03.pddl,0.0
decstar,visitall,instance-04.pddl,0.0
decstar,visitall,instance-07.pddl,0.0
decstar,visitall,instance-08.pddl,0.0
decstar,visitall,instance-09.pddl,0.0
decstar,visitall,instance-11.pddl,0.0
decstar,visitall,instance-12.pddl,0.0
decstar,visitall,instance-13.pddl,0.0
decstar,visitall,instance-14.pddl,0.0
decstar,visitall,instance-16.pddl,0.0
decstar,visitall,instance-17.pddl,0.0
decstar,visitall,instance-18.pddl,0.0
decstar,visitall,instance-19.pddl,0.0
madagascar,barman,instance-01.pddl,0.0
madagascar,barman,instance-02.pddl,0.0
madagascar,barman,instance-03.pddl,0.0
madagascar,barman,instance-04.pddl,0.5112
madagascar,barman,instance-07.pddl,0.0
madagascar,barman,instance-08.pddl,0.0
madagascar,barman,instance-09.pddl,0.6718
madagascar,barman,instance-11.pddl,0.5803
madagascar,barman,instance-12.pddl,0.0
madagascar,barman,instance-13.pddl,0.0
madagascar,barman,instance-14.pddl,0.0
madagascar,barman,instance-16.pddl,0.4214
madagascar,barman,instance-17.pddl,0.4983
madagascar,barman,instance-18.pddl,0.419
madagascar,barman,instance-19.pddl,0.0
madagascar,depots,instance-01.pddl,0.8782
madagascar,depots,instance-02.pddl,0.8785
madagascar,depots,instance-03.pddl,0.8245
madagascar,depots,instance-04.pddl,0.8998
madagascar,depots,instance-07.pddl,0.8928
madagascar,depots,instance-08.pddl,0.8882
madagascar,depots,instance-09.pddl,0.8573
madagascar,depots,instance-11.pddl,0.8855
madagascar,depots,instance-12.pddl,0.8895
madagascar,depots,instance-13.pddl,0.9059
madagascar,depots,instance-14.pddl,0.8549
madagascar,depots,instance-16.pddl,0.8923
madagascar,depots,instance-17.pddl,0.9052
madagascar,depots,instance-18.pddl,0.9258
madagascar,depots,instance-19.pddl,0.8857
madagascar,ricochet-robots,instance-01.pddl,0.0
madagascar,ricochet-robots,instance-02.pddl,0.0
madagascar,ricochet-robots,instance-03.pddl,0.0
madagascar,ricochet-robots,instance-04.pddl,0.0
madagascar,ricochet-robots,instance-07.pddl,0.0
madagascar,ricochet-robots,instance-08.pddl,0.0
madagascar,ricochet-robots,instance-09.pddl,0.0
madagascar,ricochet-robots,instance-11.pddl,0.0
madagascar,ricochet-robots,instance-12.pddl,0.0
madagascar,ricochet-robots,instance-13.pddl,0.0
madagascar,ricochet-robots,instance-14.pddl,0.0
madagascar,ricochet-robots,instance-16.pddl,0.0
madagascar,ricochet-robots,instance-17.pddl,0.0
madagascar,ricochet-robots,instance-18.pddl,0.0
madagascar,ricochet-robots,instance-19.pddl,0.0
madagascar,snake,instance-01.pddl,0.8682
madagascar,snake,instance-02.pddl,0.6668
madagascar,snake,instance-03.pddl,0.5414
madagascar,snake,instance-04.pddl,0.0
madagascar,snake,instance-07.pddl,0.9494
madagascar,snake,instance-08.pddl,0.0
madagascar,snake,instance-09.pddl,1.0
madagascar,snake,instance-11.pddl,0.9695
madagascar,snake,instance-12.pddl,1.0
madagascar,snake,instance-13.pddl,0.0
madagascar,snake,instance-14.pddl,0.0
madagascar,snake,instance-16.pddl,0.0
madagascar,snake,instance-17.pddl,0.0
madagascar,snake,instance-18.pddl,0.0
madagascar,snake,instance-19.pddl,0.0
madagascar,visitall,instance-01.pddl,0.0
madagascar,visitall,instance-02.pddl,0.0
madagascar,visitall,instance-03.pddl,0.0
madagascar,visitall,instance-04.pddl,0.0
madagascar,visitall,instance-07.pddl,0.0
madagascar,visitall,instance-08.pddl,0.0
madagascar,visitall,instance-09.pddl,0.0
madagascar,visitall,instance-11.pddl,0.0
madagascar,visitall,instance-12.pddl,0.0
madagascar,visitall,instance-13.pddl,0.0
madagascar,visitall,instance-14.pddl,0.0
madagascar,visitall,instance-16.pddl,0.0
madagascar,visitall,instance-17.pddl,0.0
madagascar,visitall,instance-18.pddl,0.0
madagascar,visitall,instance-19.pddl,0.0
