Timestamp,Component,Run_ID,Domain,Problem,Planner,LLM,Iteration,Error_Type,Dump_Path
2026-05-24T17:26:55.114849+00:00,PLANNER,4605,barman,instance-11.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4605_TIMEOUT.txt
2026-05-24T17:28:09.382438+00:00,PLANNER,4606,barman,instance-11.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4606_TIMEOUT.txt
2026-05-24T17:29:40.429277+00:00,PLANNER,4607,barman,instance-11.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4607_TIMEOUT.txt
2026-05-24T17:32:42.750707+00:00,PLANNER,4608,barman,instance-12.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4608_TIMEOUT.txt
2026-05-24T17:32:55.296075+00:00,PLANNER,4609,barman,instance-12.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4609_TIMEOUT.txt
2026-05-24T17:34:12.208390+00:00,PLANNER,4610,barman,instance-12.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4610_TIMEOUT.txt
2026-05-24T17:35:43.413447+00:00,PLANNER,4611,barman,instance-12.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4611_TIMEOUT.txt
2026-05-24T17:38:42.746647+00:00,PLANNER,4612,barman,instance-13.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4612_TIMEOUT.txt
2026-05-24T17:38:55.360869+00:00,PLANNER,4613,barman,instance-13.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4613_TIMEOUT.txt
2026-05-24T17:40:12.172255+00:00,PLANNER,4615,barman,instance-13.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4615_TIMEOUT.txt
2026-05-24T17:41:43.573422+00:00,PLANNER,4618,barman,instance-13.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4618_TIMEOUT.txt
2026-05-24T17:46:08.178644+00:00,PLANNER,4620,barman,instance-16.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4620_TIMEOUT.txt
2026-05-24T17:46:17.750164+00:00,PLANNER,4622,barman,instance-16.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4622_TIMEOUT.txt
2026-05-24T17:47:35.068113+00:00,PLANNER,4624,barman,instance-16.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4624_TIMEOUT.txt
2026-05-24T17:49:09.322663+00:00,PLANNER,4626,barman,instance-16.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4626_TIMEOUT.txt
2026-05-24T17:52:10.929867+00:00,PLANNER,4628,barman,instance-18.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4628_TIMEOUT.txt
2026-05-24T17:52:20.239913+00:00,PLANNER,4629,barman,instance-18.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4629_TIMEOUT.txt
2026-05-24T17:53:38.551859+00:00,PLANNER,4630,barman,instance-18.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4630_TIMEOUT.txt
2026-05-24T17:55:11.860873+00:00,PLANNER,4631,barman,instance-18.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4631_TIMEOUT.txt
2026-05-24T17:58:10.855074+00:00,PLANNER,4632,barman,instance-19.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4632_TIMEOUT.txt
2026-05-24T17:58:20.080936+00:00,PLANNER,4633,barman,instance-19.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4633_TIMEOUT.txt
2026-05-24T17:59:38.493289+00:00,PLANNER,4634,barman,instance-19.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4634_TIMEOUT.txt
2026-05-24T18:01:11.629783+00:00,PLANNER,4635,barman,instance-19.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4635_TIMEOUT.txt
2026-05-24T18:04:29.331018+00:00,PLANNER,4636,barman,instance-01.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4636_TIMEOUT.txt
2026-05-24T18:04:45.183532+00:00,PLANNER,4637,barman,instance-01.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4637_TIMEOUT.txt
2026-05-24T18:07:12.484261+00:00,PLANNER,4638,barman,instance-01.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4638_TIMEOUT.txt
2026-05-24T18:08:39.622559+00:00,PLANNER,4639,barman,instance-01.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4639_TIMEOUT.txt
2026-05-24T18:10:29.249517+00:00,PLANNER,4640,barman,instance-02.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4640_TIMEOUT.txt
2026-05-24T18:10:48.189393+00:00,PLANNER,4641,barman,instance-02.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4641_TIMEOUT.txt
2026-05-24T18:13:12.469752+00:00,PLANNER,4644,barman,instance-02.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4644_TIMEOUT.txt
2026-05-24T18:14:39.599209+00:00,PLANNER,4645,barman,instance-02.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4645_TIMEOUT.txt
2026-05-24T18:22:09.018484+00:00,PLANNER,4652,barman,instance-07.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4652_TIMEOUT.txt
2026-05-24T18:22:32.395044+00:00,PLANNER,4653,barman,instance-07.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4653_TIMEOUT.txt
2026-05-24T18:24:58.614507+00:00,PLANNER,4654,barman,instance-07.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4654_TIMEOUT.txt
2026-05-24T18:26:29.148162+00:00,PLANNER,4655,barman,instance-07.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4655_TIMEOUT.txt
2026-05-24T18:28:08.869842+00:00,PLANNER,4656,barman,instance-08.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4656_TIMEOUT.txt
2026-05-24T18:28:35.208445+00:00,PLANNER,4657,barman,instance-08.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4657_TIMEOUT.txt
2026-05-24T18:30:58.554462+00:00,PLANNER,4658,barman,instance-08.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4658_TIMEOUT.txt
2026-05-24T18:32:29.012525+00:00,PLANNER,4659,barman,instance-08.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4659_TIMEOUT.txt
2026-05-24T18:34:08.588201+00:00,PLANNER,4660,barman,instance-09.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4660_TIMEOUT.txt
2026-05-24T18:34:34.805402+00:00,PLANNER,4661,barman,instance-09.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4661_TIMEOUT.txt
2026-05-24T18:36:58.250996+00:00,PLANNER,4662,barman,instance-09.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4662_TIMEOUT.txt
2026-05-24T18:38:28.741573+00:00,PLANNER,4663,barman,instance-09.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4663_TIMEOUT.txt
2026-05-24T18:40:11.518842+00:00,PLANNER,4664,barman,instance-11.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4664_TIMEOUT.txt
2026-05-24T18:40:34.742963+00:00,PLANNER,4665,barman,instance-11.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4665_TIMEOUT.txt
2026-05-24T18:42:58.144849+00:00,PLANNER,4666,barman,instance-11.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4666_TIMEOUT.txt
2026-05-24T18:44:28.644276+00:00,PLANNER,4667,barman,instance-11.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4667_TIMEOUT.txt
2026-05-24T18:46:11.427538+00:00,PLANNER,4668,barman,instance-12.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4668_TIMEOUT.txt
2026-05-24T18:46:34.791931+00:00,PLANNER,4669,barman,instance-12.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4669_TIMEOUT.txt
2026-05-24T18:48:58.040149+00:00,PLANNER,4670,barman,instance-12.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4670_TIMEOUT.txt
2026-05-24T18:50:28.512859+00:00,PLANNER,4671,barman,instance-12.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4671_TIMEOUT.txt
2026-05-24T18:52:11.361462+00:00,PLANNER,4672,barman,instance-13.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4672_TIMEOUT.txt
2026-05-24T18:52:34.735427+00:00,PLANNER,4673,barman,instance-13.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4673_TIMEOUT.txt
2026-05-24T18:55:00.982512+00:00,PLANNER,4676,barman,instance-13.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4676_TIMEOUT.txt
2026-05-24T18:56:28.424799+00:00,PLANNER,4678,barman,instance-13.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4678_TIMEOUT.txt
2026-05-24T18:59:33.809558+00:00,PLANNER,4680,barman,instance-16.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4680_TIMEOUT.txt
2026-05-24T18:59:57.227506+00:00,PLANNER,4682,barman,instance-16.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4682_TIMEOUT.txt
2026-05-24T19:02:26.138975+00:00,PLANNER,4684,barman,instance-16.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4684_TIMEOUT.txt
2026-05-24T19:03:50.571837+00:00,PLANNER,4686,barman,instance-16.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4686_TIMEOUT.txt
2026-05-24T19:05:36.470636+00:00,PLANNER,4688,barman,instance-18.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4688_TIMEOUT.txt
2026-05-24T19:05:59.945532+00:00,PLANNER,4689,barman,instance-18.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4689_TIMEOUT.txt
2026-05-24T19:08:28.758109+00:00,PLANNER,4690,barman,instance-18.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4690_TIMEOUT.txt
2026-05-24T19:09:53.251624+00:00,PLANNER,4691,barman,instance-18.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4691_TIMEOUT.txt
2026-05-24T19:11:36.448305+00:00,PLANNER,4692,barman,instance-19.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4692_TIMEOUT.txt
2026-05-24T19:11:59.813213+00:00,PLANNER,4693,barman,instance-19.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4693_TIMEOUT.txt
2026-05-24T19:14:28.541692+00:00,PLANNER,4694,barman,instance-19.pddl,decstar,deepseek-reasoner,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4694_TIMEOUT.txt
2026-05-24T19:15:53.085389+00:00,PLANNER,4696,barman,instance-19.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4696_TIMEOUT.txt
2026-05-24T19:17:53.530015+00:00,PLANNER,4700,barman,instance-01.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4700_TIMEOUT.txt
2026-05-24T19:18:29.880575+00:00,PLANNER,4701,barman,instance-01.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4701_TIMEOUT.txt
2026-05-24T19:23:53.442605+00:00,PLANNER,4712,barman,instance-02.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4712_TIMEOUT.txt
2026-05-24T19:24:30.620554+00:00,PLANNER,4715,barman,instance-02.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4715_TIMEOUT.txt
2026-05-24T19:35:37.166480+00:00,PLANNER,4746,barman,instance-07.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4746_TIMEOUT.txt
2026-05-24T19:36:18.872092+00:00,PLANNER,4748,barman,instance-07.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4748_TIMEOUT.txt
2026-05-24T19:41:40.255694+00:00,PLANNER,4761,barman,instance-08.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4761_TIMEOUT.txt
2026-05-24T19:42:20.227500+00:00,PLANNER,4765,barman,instance-08.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4765_TIMEOUT.txt
2026-05-24T19:47:43.182841+00:00,PLANNER,4777,barman,instance-09.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4777_TIMEOUT.txt
2026-05-24T19:48:20.125421+00:00,PLANNER,4780,barman,instance-09.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4780_TIMEOUT.txt
2026-05-24T19:53:43.428236+00:00,PLANNER,4794,barman,instance-11.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4794_TIMEOUT.txt
2026-05-24T19:54:20.303465+00:00,PLANNER,4795,barman,instance-11.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4795_TIMEOUT.txt
2026-05-24T19:59:43.376452+00:00,PLANNER,4802,barman,instance-12.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4802_TIMEOUT.txt
2026-05-24T20:00:19.432731+00:00,PLANNER,4803,barman,instance-01.pddl,madagascar,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4803_TIMEOUT.txt
2026-05-24T20:00:20.405949+00:00,PLANNER,4804,barman,instance-12.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4804_TIMEOUT.txt
2026-05-24T20:05:43.467123+00:00,PLANNER,4805,barman,instance-13.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/4805_TIMEOUT.txt
