Planner,Domain,Instance,IPC Score,Stage,Prompt ID
bfws,ricochet-robots,instance-16.pddl,0.9008,Arch_Aware,3.0
bfws,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,3.0
bfws,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,3.0
bfws,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-01.pddl,0.9747,Arch_Aware,3.0
bfws,snake,instance-02.pddl,0.939,Arch_Aware,3.0
bfws,snake,instance-03.pddl,0.9578,Arch_Aware,3.0
bfws,snake,instance-04.pddl,0.9702,Arch_Aware,3.0
bfws,snake,instance-07.pddl,0.9908,Arch_Aware,3.0
bfws,snake,instance-08.pddl,0.9671,Arch_Aware,3.0
bfws,snake,instance-09.pddl,0.9767,Arch_Aware,3.0
bfws,snake,instance-11.pddl,0.9729,Arch_Aware,3.0
bfws,snake,instance-12.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-13.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-14.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-16.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-17.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-18.pddl,0.0,Arch_Aware,3.0
bfws,snake,instance-19.pddl,0.0,Arch_Aware,3.0
bfws,visitall,instance-01.pddl,0.9638,Arch_Aware,3.0
bfws,visitall,instance-02.pddl,0.9944,Arch_Aware,3.0
bfws,visitall,instance-03.pddl,0.9923,Arch_Aware,3.0
bfws,visitall,instance-04.pddl,0.9844,Arch_Aware,3.0
bfws,visitall,instance-07.pddl,0.9288,Arch_Aware,3.0
bfws,visitall,instance-08.pddl,0.9836,Arch_Aware,3.0
bfws,visitall,instance-09.pddl,0.995,Arch_Aware,3.0
bfws,visitall,instance-11.pddl,0.9431,Arch_Aware,3.0
bfws,visitall,instance-12.pddl,0.9231,Arch_Aware,3.0
bfws,visitall,instance-13.pddl,0.9949,Arch_Aware,3.0
bfws,visitall,instance-14.pddl,0.9722,Arch_Aware,3.0
bfws,visitall,instance-16.pddl,0.9458,Arch_Aware,3.0
bfws,visitall,instance-17.pddl,0.8483,Arch_Aware,3.0
bfws,visitall,instance-18.pddl,0.8971,Arch_Aware,3.0
bfws,visitall,instance-19.pddl,0.8969,Arch_Aware,3.0
lama,barman,instance-01.pddl,0.9668,Arch_Aware,1.0
lama,barman,instance-02.pddl,0.9888,Arch_Aware,1.0
lama,barman,instance-03.pddl,0.9892,Arch_Aware,1.0
lama,barman,instance-04.pddl,0.9797,Arch_Aware,1.0
lama,barman,instance-07.pddl,0.9678,Arch_Aware,1.0
lama,barman,instance-08.pddl,0.9675,Arch_Aware,1.0
lama,barman,instance-09.pddl,0.9859,Arch_Aware,1.0
lama,barman,instance-11.pddl,0.9877,Arch_Aware,1.0
lama,barman,instance-12.pddl,0.9857,Arch_Aware,1.0
lama,barman,instance-13.pddl,0.9866,Arch_Aware,1.0
lama,barman,instance-14.pddl,0.9791,Arch_Aware,1.0
lama,barman,instance-16.pddl,0.9879,Arch_Aware,1.0
lama,barman,instance-17.pddl,0.9901,Arch_Aware,1.0
lama,barman,instance-18.pddl,0.9809,Cross_Test,3.0
lama,barman,instance-19.pddl,0.984,Arch_Aware,1.0
lama,depots,instance-01.pddl,0.9906,Arch_Aware,1.0
lama,depots,instance-02.pddl,0.9678,Arch_Aware,1.0
lama,depots,instance-03.pddl,0.9691,Arch_Aware,1.0
lama,depots,instance-04.pddl,0.9836,Cross_Test,4.0
lama,depots,instance-07.pddl,0.9794,Arch_Aware,1.0
lama,depots,instance-08.pddl,0.9896,Cross_Test,4.0
lama,depots,instance-09.pddl,0.984,Arch_Aware,1.0
lama,depots,instance-11.pddl,0.9858,Cross_Test,2.0
lama,depots,instance-12.pddl,0.9836,Cross_Test,2.0
lama,depots,instance-13.pddl,0.9931,Cross_Test,2.0
lama,depots,instance-14.pddl,0.9779,Arch_Aware,1.0
lama,depots,instance-16.pddl,0.9781,Arch_Aware,1.0
lama,depots,instance-17.pddl,0.9675,Cross_Test,4.0
lama,depots,instance-18.pddl,0.7197,Cross_Test,4.0
lama,depots,instance-19.pddl,0.9947,Arch_Aware,1.0
lama,ricochet-robots,instance-01.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-02.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-03.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-04.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-07.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-08.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-09.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-11.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-12.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-13.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-14.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-16.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-17.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-18.pddl,N/A,N/A,N/A
lama,ricochet-robots,instance-19.pddl,N/A,N/A,N/A
lama,snake,instance-01.pddl,0.9876,Arch_Aware,1.0
lama,snake,instance-02.pddl,0.9766,Arch_Aware,1.0
lama,snake,instance-03.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-04.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-07.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-08.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-09.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-11.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-12.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-13.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-14.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-16.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-17.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-18.pddl,0.0,Arch_Aware,1.0
lama,snake,instance-19.pddl,0.0,Arch_Aware,1.0
lama,visitall,instance-01.pddl,0.9249,Arch_Aware,1.0
lama,visitall,instance-02.pddl,0.9672,Arch_Aware,1.0
lama,visitall,instance-03.pddl,0.9768,Arch_Aware,1.0
lama,visitall,instance-04.pddl,0.9688,Arch_Aware,1.0
lama,visitall,instance-07.pddl,0.9545,Arch_Aware,1.0
lama,visitall,instance-08.pddl,0.9375,Arch_Aware,1.0
lama,visitall,instance-09.pddl,0.9398,Arch_Aware,1.0
lama,visitall,instance-11.pddl,0.9347,Arch_Aware,1.0
lama,visitall,instance-12.pddl,0.9415,Arch_Aware,1.0
lama,visitall,instance-13.pddl,0.9314,Arch_Aware,1.0
lama,visitall,instance-14.pddl,0.9319,Arch_Aware,1.0
lama,visitall,instance-16.pddl,0.9395,Arch_Aware,1.0
lama,visitall,instance-17.pddl,0.9268,Arch_Aware,1.0
lama,visitall,instance-18.pddl,0.9158,Arch_Aware,1.0
lama,visitall,instance-19.pddl,0.9029,Arch_Aware,1.0
decstar,barman,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-02.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-03.pddl,0.9988,Arch_Aware,2.0
decstar,barman,instance-04.pddl,1.0,Cross_Test,1.0
decstar,barman,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-14.pddl,1.0,Cross_Test,3.0
decstar,barman,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-17.pddl,1.0,Arch_Aware,2.0
decstar,barman,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,barman,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,depots,instance-01.pddl,0.9843,Cross_Test,1.0
decstar,depots,instance-02.pddl,0.9867,Arch_Aware,2.0
decstar,depots,instance-03.pddl,1.0,Cross_Test,4.0
decstar,depots,instance-04.pddl,0.9736,Arch_Aware,2.0
decstar,depots,instance-07.pddl,0.9908,Cross_Test,1.0
decstar,depots,instance-08.pddl,0.9872,Cross_Test,1.0
decstar,depots,instance-09.pddl,0.9998,Cross_Test,1.0
decstar,depots,instance-11.pddl,0.9873,Cross_Test,4.0
decstar,depots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,depots,instance-13.pddl,0.9838,Arch_Aware,2.0
decstar,depots,instance-14.pddl,0.9922,Cross_Test,4.0
decstar,depots,instance-16.pddl,0.998,Cross_Test,1.0
decstar,depots,instance-17.pddl,0.9822,Cross_Test,1.0
decstar,depots,instance-18.pddl,1.0,Cross_Test,1.0
decstar,depots,instance-19.pddl,1.0,Cross_Test,4.0
decstar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-02.pddl,0.968,Arch_Aware,2.0
decstar,ricochet-robots,instance-03.pddl,0.9668,Arch_Aware,2.0
decstar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-07.pddl,0.9588,Arch_Aware,2.0
decstar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-09.pddl,0.9666,Arch_Aware,2.0
decstar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-13.pddl,0.9656,Arch_Aware,2.0
decstar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-01.pddl,0.9496,Cross_Test,1.0
decstar,snake,instance-02.pddl,0.9786,Cross_Test,1.0
decstar,snake,instance-03.pddl,0.9759,Cross_Test,1.0
decstar,snake,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,snake,instance-19.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-01.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-02.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-03.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-04.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-07.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-08.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-09.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-11.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-12.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-13.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-14.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-16.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-17.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-18.pddl,0.0,Arch_Aware,2.0
decstar,visitall,instance-19.pddl,0.0,Arch_Aware,2.0
madagascar,barman,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-02.pddl,0.5024,Cross_Test,1.0
madagascar,barman,instance-03.pddl,1.0,Cross_Test,3.0
madagascar,barman,instance-04.pddl,1.0,Cross_Test,1.0
madagascar,barman,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-08.pddl,1.0,Cross_Test,3.0
madagascar,barman,instance-09.pddl,0.706,Cross_Test,1.0
madagascar,barman,instance-11.pddl,1.0,Cross_Test,1.0
madagascar,barman,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-14.pddl,0.5896,Cross_Test,3.0
madagascar,barman,instance-16.pddl,0.6013,Arch_Aware,4.0
madagascar,barman,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,barman,instance-18.pddl,0.5437,Cross_Test,1.0
madagascar,barman,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,depots,instance-01.pddl,0.9678,Arch_Aware,4.0
madagascar,depots,instance-02.pddl,0.9589,Arch_Aware,4.0
madagascar,depots,instance-03.pddl,0.948,Cross_Test,2.0
madagascar,depots,instance-04.pddl,0.9863,Arch_Aware,4.0
madagascar,depots,instance-07.pddl,0.9796,Cross_Test,2.0
madagascar,depots,instance-08.pddl,1.0,Arch_Aware,4.0
madagascar,depots,instance-09.pddl,0.9187,Cross_Test,2.0
madagascar,depots,instance-11.pddl,0.9561,Cross_Test,2.0
madagascar,depots,instance-12.pddl,0.9905,Arch_Aware,4.0
madagascar,depots,instance-13.pddl,0.9835,Cross_Test,2.0
madagascar,depots,instance-14.pddl,0.9774,Cross_Test,2.0
madagascar,depots,instance-16.pddl,0.9582,Arch_Aware,4.0
madagascar,depots,instance-17.pddl,0.9957,Cross_Test,2.0
madagascar,depots,instance-18.pddl,0.9874,Cross_Test,2.0
madagascar,depots,instance-19.pddl,0.9608,Arch_Aware,4.0
madagascar,ricochet-robots,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,ricochet-robots,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-01.pddl,0.9441,Arch_Aware,4.0
madagascar,snake,instance-02.pddl,0.9931,Cross_Test,1.0
madagascar,snake,instance-03.pddl,0.7985,Cross_Test,3.0
madagascar,snake,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-07.pddl,0.8814,Cross_Test,3.0
madagascar,snake,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-11.pddl,0.7851,Arch_Aware,4.0
madagascar,snake,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,snake,instance-19.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-01.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-02.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-03.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-04.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-07.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-08.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-09.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-11.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-12.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-13.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-14.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-16.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-17.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-18.pddl,0.0,Arch_Aware,4.0
madagascar,visitall,instance-19.pddl,0.0,Arch_Aware,4.0
