Planner,Domain,Instance,IPC Score
lama,barman,instance-12.pddl,0.9611
lama,barman,instance-13.pddl,0.9603
lama,barman,instance-14.pddl,0.9224
lama,barman,instance-16.pddl,0.9585
lama,barman,instance-17.pddl,0.9352
lama,barman,instance-18.pddl,0.9276
lama,barman,instance-19.pddl,0.956
lama,depots,instance-01.pddl,0.9031
lama,depots,instance-02.pddl,0.9044
lama,depots,instance-03.pddl,0.9207
lama,depots,instance-04.pddl,0.93
lama,depots,instance-07.pddl,0.9029
lama,depots,instance-08.pddl,0.9351
lama,depots,instance-09.pddl,0.9507
lama,depots,instance-11.pddl,0.9509
lama,depots,instance-12.pddl,0.9677
lama,depots,instance-13.pddl,0.9308
lama,depots,instance-14.pddl,0.9165
lama,depots,instance-16.pddl,0.8989
lama,depots,instance-17.pddl,0.9303
lama,depots,instance-18.pddl,0.7076
lama,depots,instance-19.pddl,0.9592
lama,ricochet-robots,instance-01.pddl,0.9754
lama,ricochet-robots,instance-02.pddl,0.9799
lama,ricochet-robots,instance-03.pddl,0.9773
lama,ricochet-robots,instance-04.pddl,0.0
lama,ricochet-robots,instance-07.pddl,0.9802
lama,ricochet-robots,instance-08.pddl,0.0
lama,ricochet-robots,instance-09.pddl,0.0
lama,ricochet-robots,instance-11.pddl,0.0
lama,ricochet-robots,instance-12.pddl,0.0
lama,ricochet-robots,instance-13.pddl,0.9774
lama,ricochet-robots,instance-14.pddl,0.9778
lama,ricochet-robots,instance-16.pddl,0.0
lama,ricochet-robots,instance-17.pddl,0.0
lama,ricochet-robots,instance-18.pddl,0.0
lama,ricochet-robots,instance-19.pddl,0.0
lama,snake,instance-01.pddl,0.9612
lama,snake,instance-02.pddl,0.9939
lama,snake,instance-03.pddl,0.0
lama,snake,instance-04.pddl,0.0
lama,snake,instance-07.pddl,0.0
lama,snake,instance-08.pddl,0.0
lama,snake,instance-09.pddl,0.0
lama,snake,instance-11.pddl,0.0
lama,snake,instance-12.pddl,0.0
lama,snake,instance-13.pddl,0.0
lama,snake,instance-14.pddl,0.0
lama,snake,instance-16.pddl,0.0
lama,snake,instance-17.pddl,0.0
lama,snake,instance-18.pddl,0.0
lama,snake,instance-19.pddl,0.0
lama,visitall,instance-01.pddl,0.8778
lama,visitall,instance-02.pddl,0.9178
lama,visitall,instance-03.pddl,0.9651
lama,visitall,instance-04.pddl,0.9554
lama,visitall,instance-07.pddl,0.9387
lama,visitall,instance-08.pddl,0.9265
lama,visitall,instance-09.pddl,0.9278
lama,visitall,instance-11.pddl,0.9239
lama,visitall,instance-12.pddl,0.9334
lama,visitall,instance-13.pddl,0.9099
lama,visitall,instance-14.pddl,0.9221
lama,visitall,instance-16.pddl,0.949
lama,visitall,instance-17.pddl,0.9142
lama,visitall,instance-18.pddl,0.9272
lama,visitall,instance-19.pddl,0.9075
decstar,barman,instance-01.pddl,0.0
decstar,barman,instance-02.pddl,0.0
decstar,barman,instance-03.pddl,0.9949
decstar,barman,instance-04.pddl,0.9951
decstar,barman,instance-07.pddl,0.0
decstar,barman,instance-08.pddl,0.0
decstar,barman,instance-09.pddl,0.0
decstar,barman,instance-11.pddl,0.0
decstar,barman,instance-12.pddl,0.0
decstar,barman,instance-13.pddl,0.0
decstar,barman,instance-14.pddl,0.9898
decstar,barman,instance-16.pddl,0.0
decstar,barman,instance-17.pddl,0.977
decstar,barman,instance-18.pddl,0.0
decstar,barman,instance-19.pddl,0.0
decstar,depots,instance-01.pddl,0.9027
decstar,depots,instance-02.pddl,0.9273
decstar,depots,instance-03.pddl,0.9366
decstar,depots,instance-04.pddl,0.9501
decstar,depots,instance-07.pddl,0.9337
decstar,depots,instance-08.pddl,0.9581
decstar,depots,instance-09.pddl,0.9976
decstar,depots,instance-11.pddl,0.9785
decstar,depots,instance-12.pddl,0.0
decstar,depots,instance-13.pddl,0.9465
decstar,depots,instance-14.pddl,0.9696
decstar,depots,instance-16.pddl,0.9572
decstar,depots,instance-17.pddl,0.9331
decstar,depots,instance-18.pddl,0.9619
decstar,depots,instance-19.pddl,0.9444
decstar,ricochet-robots,instance-01.pddl,0.0
decstar,ricochet-robots,instance-02.pddl,0.9639
decstar,ricochet-robots,instance-03.pddl,0.9439
decstar,ricochet-robots,instance-04.pddl,0.0
decstar,ricochet-robots,instance-07.pddl,0.9585
decstar,ricochet-robots,instance-08.pddl,0.0
decstar,ricochet-robots,instance-09.pddl,0.9546
decstar,ricochet-robots,instance-11.pddl,0.0
decstar,ricochet-robots,instance-12.pddl,0.0
decstar,ricochet-robots,instance-13.pddl,0.952
decstar,ricochet-robots,instance-14.pddl,0.0
decstar,ricochet-robots,instance-16.pddl,0.0
decstar,ricochet-robots,instance-17.pddl,0.0
decstar,ricochet-robots,instance-18.pddl,0.0
decstar,ricochet-robots,instance-19.pddl,0.0
decstar,snake,instance-01.pddl,0.8895
decstar,snake,instance-02.pddl,0.9382
decstar,snake,instance-03.pddl,0.9435
decstar,snake,instance-04.pddl,0.0
decstar,snake,instance-07.pddl,0.0
decstar,snake,instance-08.pddl,0.0
decstar,snake,instance-09.pddl,0.0
decstar,snake,instance-11.pddl,0.0
decstar,snake,instance-12.pddl,0.0
decstar,snake,instance-13.pddl,0.0
decstar,snake,instance-14.pddl,0.0
decstar,snake,instance-16.pddl,0.0
decstar,snake,instance-17.pddl,0.0
decstar,snake,instance-18.pddl,0.0
decstar,snake,instance-19.pddl,0.0
decstar,visitall,instance-01.pddl,0.0
decstar,visitall,instance-02.pddl,0.0
decstar,visitall,instance-03.pddl,0.0
decstar,visitall,instance-04.pddl,0.0
decstar,visitall,instance-07.pddl,0.0
decstar,visitall,instance-08.pddl,0.0
decstar,visitall,instance-09.pddl,0.0
decstar,visitall,instance-11.pddl,0.0
decstar,visitall,instance-12.pddl,0.0
decstar,visitall,instance-13.pddl,0.0
decstar,visitall,instance-14.pddl,0.0
decstar,visitall,instance-16.pddl,0.0
decstar,visitall,instance-17.pddl,0.0
decstar,visitall,instance-18.pddl,0.0
decstar,visitall,instance-19.pddl,0.0
madagascar,barman,instance-01.pddl,0.0
madagascar,barman,instance-02.pddl,0.0
madagascar,barman,instance-03.pddl,0.0
madagascar,barman,instance-04.pddl,0.5136
madagascar,barman,instance-07.pddl,0.0
madagascar,barman,instance-08.pddl,0.0
madagascar,barman,instance-09.pddl,0.5036
madagascar,barman,instance-11.pddl,0.7282
madagascar,barman,instance-12.pddl,0.0
madagascar,barman,instance-13.pddl,0.0
madagascar,barman,instance-14.pddl,0.5484
madagascar,barman,instance-16.pddl,0.3809
madagascar,barman,instance-17.pddl,0.0
madagascar,barman,instance-18.pddl,0.4087
madagascar,barman,instance-19.pddl,0.0
madagascar,depots,instance-01.pddl,0.9055
madagascar,depots,instance-02.pddl,0.8863
madagascar,depots,instance-03.pddl,0.8309
madagascar,depots,instance-04.pddl,0.8979
madagascar,depots,instance-07.pddl,0.8814
madagascar,depots,instance-08.pddl,0.9021
madagascar,depots,instance-09.pddl,0.8941
madagascar,depots,instance-11.pddl,0.8709
madagascar,depots,instance-12.pddl,0.8686
madagascar,depots,instance-13.pddl,0.9115
madagascar,depots,instance-14.pddl,0.8781
madagascar,depots,instance-16.pddl,0.8905
madagascar,depots,instance-17.pddl,0.9211
madagascar,depots,instance-18.pddl,0.9362
madagascar,depots,instance-19.pddl,0.8849
madagascar,ricochet-robots,instance-01.pddl,0.0
madagascar,ricochet-robots,instance-02.pddl,0.0
madagascar,ricochet-robots,instance-03.pddl,0.0
madagascar,ricochet-robots,instance-04.pddl,0.0
madagascar,ricochet-robots,instance-07.pddl,0.0
madagascar,ricochet-robots,instance-08.pddl,0.0
madagascar,ricochet-robots,instance-09.pddl,0.0
madagascar,ricochet-robots,instance-11.pddl,0.0
madagascar,ricochet-robots,instance-12.pddl,0.0
madagascar,ricochet-robots,instance-13.pddl,0.0
madagascar,ricochet-robots,instance-14.pddl,0.0
madagascar,ricochet-robots,instance-16.pddl,0.0
madagascar,ricochet-robots,instance-17.pddl,0.0
madagascar,ricochet-robots,instance-18.pddl,0.0
madagascar,ricochet-robots,instance-19.pddl,0.0
madagascar,snake,instance-01.pddl,0.7716
madagascar,snake,instance-02.pddl,0.8886
madagascar,snake,instance-03.pddl,0.9483
madagascar,snake,instance-04.pddl,0.0
madagascar,snake,instance-07.pddl,0.6726
madagascar,snake,instance-08.pddl,0.0
madagascar,snake,instance-09.pddl,0.0
madagascar,snake,instance-11.pddl,0.7948
madagascar,snake,instance-12.pddl,0.0
madagascar,snake,instance-13.pddl,0.0
madagascar,snake,instance-14.pddl,0.0
madagascar,snake,instance-16.pddl,0.0
madagascar,snake,instance-17.pddl,0.0
madagascar,snake,instance-18.pddl,0.0
madagascar,snake,instance-19.pddl,0.0
madagascar,visitall,instance-01.pddl,0.0
madagascar,visitall,instance-02.pddl,0.0
madagascar,visitall,instance-03.pddl,0.0
madagascar,visitall,instance-04.pddl,0.0
madagascar,visitall,instance-07.pddl,0.0
madagascar,visitall,instance-08.pddl,0.0
madagascar,visitall,instance-09.pddl,0.0
madagascar,visitall,instance-11.pddl,0.0
madagascar,visitall,instance-12.pddl,0.0
madagascar,visitall,instance-13.pddl,0.0
madagascar,visitall,instance-14.pddl,0.0
madagascar,visitall,instance-16.pddl,0.0
madagascar,visitall,instance-17.pddl,0.0
madagascar,visitall,instance-18.pddl,0.0
madagascar,visitall,instance-19.pddl,0.0
