Planner,Domain,Instance,IPC Score,Stage,Prompt ID,Iteration
bfws,visitall,instance-09.pddl,0.9997,Feedback_Loop3,3.3,3
bfws,visitall,instance-11.pddl,1.0,Feedback_Loop3,3.3,3
bfws,visitall,instance-12.pddl,0.9938,Feedback_Loop3,3.3,3
bfws,visitall,instance-13.pddl,0.9994,Feedback_Loop3,3.3,3
bfws,visitall,instance-14.pddl,0.9923,Feedback_Loop2,3.2,2
bfws,visitall,instance-16.pddl,1.0,Feedback_Loop1,3.1,1
bfws,visitall,instance-17.pddl,0.9606,Feedback_Loop2,3.2,2
bfws,visitall,instance-18.pddl,0.9881,Feedback_Loop2,3.2,2
bfws,visitall,instance-19.pddl,1.0,Feedback_Loop3,3.3,3
lama,barman,instance-01.pddl,1.0,Feedback_Loop1,1.1,1
lama,barman,instance-02.pddl,0.9758,Feedback_Loop3,1.3,3
lama,barman,instance-03.pddl,0.9938,Feedback_Loop1,1.1,1
lama,barman,instance-04.pddl,1.0,Feedback_Loop1,1.1,1
lama,barman,instance-07.pddl,0.9863,Feedback_Loop1,1.1,1
lama,barman,instance-08.pddl,0.957,Feedback_Loop1,1.1,1
lama,barman,instance-09.pddl,0.9723,Feedback_Loop2,1.2,2
lama,barman,instance-11.pddl,0.9764,Feedback_Loop3,1.3,3
lama,barman,instance-12.pddl,0.98,Feedback_Loop3,1.3,3
lama,barman,instance-13.pddl,0.9844,Feedback_Loop2,1.2,2
lama,barman,instance-14.pddl,0.9753,Feedback_Loop1,1.1,1
lama,barman,instance-16.pddl,0.9689,Feedback_Loop2,1.2,2
lama,barman,instance-17.pddl,0.9998,Feedback_Loop1,1.1,1
lama,barman,instance-18.pddl,0.959,Feedback_Loop2,1.2,2
lama,barman,instance-19.pddl,0.9744,Feedback_Loop2,1.2,2
lama,depots,instance-01.pddl,0.9521,Feedback_Loop3,1.3,3
lama,depots,instance-02.pddl,0.9643,Feedback_Loop1,1.1,1
lama,depots,instance-03.pddl,0.9613,Feedback_Loop3,1.3,3
lama,depots,instance-04.pddl,0.9719,Feedback_Loop1,1.1,1
lama,depots,instance-07.pddl,0.9594,Feedback_Loop2,1.2,2
lama,depots,instance-08.pddl,0.9772,Feedback_Loop1,1.1,1
lama,depots,instance-09.pddl,0.989,Feedback_Loop3,1.3,3
lama,depots,instance-11.pddl,0.9844,Feedback_Loop1,1.1,1
lama,depots,instance-12.pddl,0.9858,Feedback_Loop3,1.3,3
lama,depots,instance-13.pddl,0.9851,Feedback_Loop3,1.3,3
lama,depots,instance-14.pddl,0.9576,Feedback_Loop1,1.1,1
lama,depots,instance-16.pddl,0.9587,Feedback_Loop2,1.2,2
lama,depots,instance-17.pddl,0.9577,Feedback_Loop1,1.1,1
lama,depots,instance-18.pddl,0.7188,Feedback_Loop1,1.1,1
lama,depots,instance-19.pddl,0.9853,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-01.pddl,1.0,Feedback_Loop2,1.2,2
lama,ricochet-robots,instance-02.pddl,0.9932,Feedback_Loop2,1.2,2
lama,ricochet-robots,instance-03.pddl,0.9959,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-07.pddl,0.9954,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-08.pddl,0.9959,Feedback_Loop3,1.3,3
lama,ricochet-robots,instance-09.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-13.pddl,0.9941,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-14.pddl,0.9927,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,1.1,1
lama,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-01.pddl,0.9546,Feedback_Loop1,1.1,1
lama,snake,instance-02.pddl,0.9539,Feedback_Loop1,1.1,1
lama,snake,instance-03.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-04.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-07.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-08.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-09.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-11.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-12.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-13.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-14.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-16.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-17.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-18.pddl,0.0,Feedback_Loop1,1.1,1
lama,snake,instance-19.pddl,0.0,Feedback_Loop1,1.1,1
lama,visitall,instance-01.pddl,0.9981,Feedback_Loop3,1.3,3
lama,visitall,instance-02.pddl,0.987,Feedback_Loop1,1.1,1
lama,visitall,instance-03.pddl,0.9923,Feedback_Loop3,1.3,3
lama,visitall,instance-04.pddl,0.9903,Feedback_Loop3,1.3,3
lama,visitall,instance-07.pddl,0.9884,Feedback_Loop3,1.3,3
lama,visitall,instance-08.pddl,0.9826,Feedback_Loop3,1.3,3
lama,visitall,instance-09.pddl,0.9757,Feedback_Loop3,1.3,3
lama,visitall,instance-11.pddl,0.9965,Feedback_Loop1,1.1,1
lama,visitall,instance-12.pddl,0.974,Feedback_Loop3,1.3,3
lama,visitall,instance-13.pddl,0.9671,Feedback_Loop3,1.3,3
lama,visitall,instance-14.pddl,0.9952,Feedback_Loop2,1.2,2
lama,visitall,instance-16.pddl,0.974,Feedback_Loop3,1.3,3
lama,visitall,instance-17.pddl,0.9823,Feedback_Loop3,1.3,3
lama,visitall,instance-18.pddl,0.9608,Feedback_Loop3,1.3,3
lama,visitall,instance-19.pddl,0.9586,Feedback_Loop1,1.1,1
decstar,barman,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-02.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-03.pddl,0.9754,Feedback_Loop1,2.1,1
decstar,barman,instance-04.pddl,0.9748,Feedback_Loop2,2.2,2
decstar,barman,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-14.pddl,0.9709,Feedback_Loop2,2.2,2
decstar,barman,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-17.pddl,0.9618,Feedback_Loop2,2.2,2
decstar,barman,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,barman,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,depots,instance-01.pddl,0.9294,Feedback_Loop1,2.1,1
decstar,depots,instance-02.pddl,0.945,Feedback_Loop3,2.3,3
decstar,depots,instance-03.pddl,0.9224,Feedback_Loop1,2.1,1
decstar,depots,instance-04.pddl,0.9521,Feedback_Loop1,2.1,1
decstar,depots,instance-07.pddl,0.9366,Feedback_Loop2,2.2,2
decstar,depots,instance-08.pddl,0.953,Feedback_Loop3,2.3,3
decstar,depots,instance-09.pddl,0.9689,Feedback_Loop2,2.2,2
decstar,depots,instance-11.pddl,0.9534,Feedback_Loop2,2.2,2
decstar,depots,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,depots,instance-13.pddl,0.9379,Feedback_Loop2,2.2,2
decstar,depots,instance-14.pddl,0.9543,Feedback_Loop2,2.2,2
decstar,depots,instance-16.pddl,0.9496,Feedback_Loop2,2.2,2
decstar,depots,instance-17.pddl,0.9395,Feedback_Loop2,2.2,2
decstar,depots,instance-18.pddl,0.9581,Feedback_Loop1,2.1,1
decstar,depots,instance-19.pddl,0.9383,Feedback_Loop2,2.2,2
decstar,ricochet-robots,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-02.pddl,0.9671,Feedback_Loop3,2.3,3
decstar,ricochet-robots,instance-03.pddl,0.9654,Feedback_Loop2,2.2,2
decstar,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-07.pddl,0.9675,Feedback_Loop2,2.2,2
decstar,ricochet-robots,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-09.pddl,0.9637,Feedback_Loop2,2.2,2
decstar,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-13.pddl,0.9656,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-01.pddl,0.9318,Feedback_Loop3,2.3,3
decstar,snake,instance-02.pddl,0.9701,Feedback_Loop3,2.3,3
decstar,snake,instance-03.pddl,0.9652,Feedback_Loop3,2.3,3
decstar,snake,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,snake,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-01.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-02.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-03.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-04.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-07.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-08.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-09.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-11.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-12.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-13.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-14.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-16.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-17.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-18.pddl,0.0,Feedback_Loop1,2.1,1
decstar,visitall,instance-19.pddl,0.0,Feedback_Loop1,2.1,1
madagascar,barman,instance-01.pddl,0.628,Feedback_Loop2,4.2,2
madagascar,barman,instance-02.pddl,0.4813,Feedback_Loop3,4.3,3
madagascar,barman,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-04.pddl,0.5507,Feedback_Loop1,4.1,1
madagascar,barman,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-09.pddl,0.806,Feedback_Loop2,4.2,2
madagascar,barman,instance-11.pddl,0.7811,Feedback_Loop2,4.2,2
madagascar,barman,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,barman,instance-17.pddl,1.0,Feedback_Loop3,4.3,3
madagascar,barman,instance-18.pddl,0.4384,Feedback_Loop3,4.3,3
madagascar,barman,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,depots,instance-01.pddl,0.8922,Feedback_Loop1,4.1,1
madagascar,depots,instance-02.pddl,0.9114,Feedback_Loop3,4.3,3
madagascar,depots,instance-03.pddl,0.911,Feedback_Loop2,4.2,2
madagascar,depots,instance-04.pddl,0.9206,Feedback_Loop1,4.1,1
madagascar,depots,instance-07.pddl,0.9241,Feedback_Loop2,4.2,2
madagascar,depots,instance-08.pddl,0.9197,Feedback_Loop2,4.2,2
madagascar,depots,instance-09.pddl,0.9042,Feedback_Loop2,4.2,2
madagascar,depots,instance-11.pddl,0.906,Feedback_Loop2,4.2,2
madagascar,depots,instance-12.pddl,0.9132,Feedback_Loop2,4.2,2
madagascar,depots,instance-13.pddl,0.9364,Feedback_Loop2,4.2,2
madagascar,depots,instance-14.pddl,0.9222,Feedback_Loop1,4.1,1
madagascar,depots,instance-16.pddl,0.9044,Feedback_Loop2,4.2,2
madagascar,depots,instance-17.pddl,0.9339,Feedback_Loop3,4.3,3
madagascar,depots,instance-18.pddl,0.9257,Feedback_Loop2,4.2,2
madagascar,depots,instance-19.pddl,0.9042,Feedback_Loop2,4.2,2
madagascar,ricochet-robots,instance-01.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-02.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-09.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-11.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,ricochet-robots,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-01.pddl,0.9792,Feedback_Loop1,4.1,1
madagascar,snake,instance-02.pddl,0.9927,Feedback_Loop1,4.1,1
madagascar,snake,instance-03.pddl,1.0,Feedback_Loop3,4.3,3
madagascar,snake,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-07.pddl,0.9152,Feedback_Loop1,4.1,1
madagascar,snake,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-09.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-11.pddl,0.8485,Feedback_Loop1,4.1,1
madagascar,snake,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,snake,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-01.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-02.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-03.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-04.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-07.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-08.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-09.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-11.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-12.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-13.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-14.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-16.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-17.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-18.pddl,0.0,Feedback_Loop1,4.1,1
madagascar,visitall,instance-19.pddl,0.0,Feedback_Loop1,4.1,1
