ID,Domain Name,LLM Model,Prompt ID,LLM_Status,LLM API Time S,Input Tokens Consumed,Output Tokens Generated,Path to Raw LLM Response,Passed Stage V1,Path to Extracted PDDL,Passed VAL Syntactic Check (V2),VAL_error_string,Passed V3,Passed V4,Validation Status,Timestamp
33,snake,gpt-5.4-2026-03-05,2,Passed,7.521,1660,586,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gpt-5.4_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gpt-5.4_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:20.537396Z
34,visitall,deepseek-reasoner,2,Passed,10.489,1128,723,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_deepseek-r1_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_deepseek-r1_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:20.575963Z
35,visitall,gemini-3.1-pro-preview-customtools,2,Passed,19.345,1129,135,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_gemini-3.1-pro_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_gemini-3.1-pro_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:24.780944Z
36,snake,claude-opus-4-6,2,Passed,7.791,1912,692,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_claude-opus-4.6_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_claude-opus-4.6_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:26.099481Z
37,snake,gpt-5.4-2026-03-05,3,Passed,7.240,1659,586,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gpt-5.4_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gpt-5.4_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:27.801041Z
38,snake,claude-opus-4-6,3,Passed,8.136,1936,692,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_claude-opus-4.6_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_claude-opus-4.6_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:34.261081Z
39,snake,gpt-5.4-2026-03-05,4,Passed,6.790,1742,586,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gpt-5.4_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gpt-5.4_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:34.613101Z
40,visitall,gemini-3.1-pro-preview-customtools,3,Passed,15.073,1179,135,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_gemini-3.1-pro_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_gemini-3.1-pro_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:39.975850Z
41,visitall,deepseek-reasoner,3,Passed,19.577,1158,1381,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_deepseek-r1_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_deepseek-r1_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:40.185851Z
42,ricochet-robots,gpt-5.4-2026-03-05,1,Passed,7.234,1758,510,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_lama.pddl,True,N/A,True,False,INVALID,2026-05-08T11:57:41.869231Z
43,snake,claude-opus-4-6,4,Passed,7.672,2012,692,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_claude-opus-4.6_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_claude-opus-4.6_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:41.954978Z
44,ricochet-robots,gpt-5.4-2026-03-05,2,Passed,6.933,1784,500,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:48.828806Z
45,ricochet-robots,claude-opus-4-6,1,Passed,7.305,2027,585,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:49.283256Z
46,ricochet-robots,gpt-5.4-2026-03-05,3,Passed,6.107,1783,500,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:54.957128Z
47,ricochet-robots,claude-opus-4-6,2,Passed,6.677,2052,585,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:55.982366Z
48,visitall,gemini-3.1-pro-preview-customtools,4,Passed,16.344,1246,135,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_gemini-3.1-pro_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_gemini-3.1-pro_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:57:56.464079Z
49,ricochet-robots,gpt-5.4-2026-03-05,4,Passed,5.664,1866,500,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gpt-5.4_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:00.642777Z
50,visitall,deepseek-reasoner,4,Passed,21.588,1229,1524,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/visitall/visitall_deepseek-r1_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/visitall/visitall_deepseek-r1_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:01.796896Z
51,ricochet-robots,claude-opus-4-6,3,Passed,7.006,2076,585,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:03.011792Z
52,depots,gpt-5.4-2026-03-05,1,Passed,6.811,1494,532,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gpt-5.4_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gpt-5.4_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:07.474858Z
53,ricochet-robots,claude-opus-4-6,4,Passed,6.799,2152,585,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_claude-opus-4.6_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:09.833272Z
54,depots,gpt-5.4-2026-03-05,2,Passed,7.613,1520,532,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gpt-5.4_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gpt-5.4_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:15.109537Z
55,depots,claude-opus-4-6,1,Passed,6.843,1692,578,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_claude-opus-4.6_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_claude-opus-4.6_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:16.699220Z
56,depots,gpt-5.4-2026-03-05,3,Passed,7.248,1519,561,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gpt-5.4_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gpt-5.4_Arch_Aware_bfws.pddl,True,N/A,True,False,INVALID,2026-05-08T11:58:22.383726Z
57,depots,claude-opus-4-6,2,Passed,7.836,1717,578,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_claude-opus-4.6_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_claude-opus-4.6_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:24.556663Z
58,snake,gemini-3.1-pro-preview-customtools,1,Passed,28.653,1738,649,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gemini-3.1-pro_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gemini-3.1-pro_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:25.245265Z
59,depots,gpt-5.4-2026-03-05,4,Passed,7.731,1602,534,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gpt-5.4_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gpt-5.4_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:30.137090Z
60,depots,claude-opus-4-6,3,Passed,7.509,1741,581,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_claude-opus-4.6_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_claude-opus-4.6_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:32.087991Z
61,depots,claude-opus-4-6,4,Passed,8.329,1817,578,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_claude-opus-4.6_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_claude-opus-4.6_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:40.443918Z
62,barman,gpt-5.4-2026-03-05,1,Passed,15.823,2487,1488,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gpt-5.4_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gpt-5.4_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:45.982355Z
63,snake,gemini-3.1-pro-preview-customtools,2,Passed,26.986,1734,649,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gemini-3.1-pro_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gemini-3.1-pro_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:58:52.357378Z
64,barman,claude-opus-4-6,1,Passed,21.373,3000,1851,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_claude-opus-4.6_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_claude-opus-4.6_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:01.839564Z
65,barman,gpt-5.4-2026-03-05,2,Passed,16.934,2513,1489,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gpt-5.4_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gpt-5.4_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:02.938374Z
66,barman,gpt-5.4-2026-03-05,3,Passed,16.194,2512,1489,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gpt-5.4_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gpt-5.4_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:19.154200Z
67,barman,claude-opus-4-6,2,Passed,18.069,3025,1874,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_claude-opus-4.6_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_claude-opus-4.6_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:19.930634Z
68,snake,gemini-3.1-pro-preview-customtools,3,Passed,38.982,1784,649,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gemini-3.1-pro_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gemini-3.1-pro_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:31.469939Z
69,barman,gpt-5.4-2026-03-05,4,Passed,16.569,2595,1488,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gpt-5.4_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gpt-5.4_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:35.748841Z
70,barman,claude-opus-4-6,3,Passed,18.546,3049,1859,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_claude-opus-4.6_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_claude-opus-4.6_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:38.498317Z
71,snake,deepseek-reasoner,1,Passed,99.266,1703,7356,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_deepseek-r1_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_deepseek-r1_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:41.085174Z
72,barman,claude-opus-4-6,4,Passed,17.588,3125,1853,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_claude-opus-4.6_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_claude-opus-4.6_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T11:59:56.108068Z
73,snake,gemini-3.1-pro-preview-customtools,4,Passed,35.447,1851,649,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_gemini-3.1-pro_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_gemini-3.1-pro_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:00:07.062628Z
74,ricochet-robots,gemini-3.1-pro-preview-customtools,1,Passed,36.237,1881,578,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T12:00:43.443693Z
75,snake,deepseek-reasoner,2,Passed,74.634,1722,4919,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_deepseek-r1_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_deepseek-r1_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T12:00:55.741065Z
76,ricochet-robots,gemini-3.1-pro-preview-customtools,2,Passed,33.570,1877,570,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T12:01:17.153070Z
77,ricochet-robots,gemini-3.1-pro-preview-customtools,3,Passed,34.817,1927,570,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:01:52.119620Z
78,snake,deepseek-reasoner,3,Passed,69.911,1752,4477,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_deepseek-r1_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_deepseek-r1_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:02:05.674599Z
79,ricochet-robots,gemini-3.1-pro-preview-customtools,4,Passed,30.051,1994,570,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_gemini-3.1-pro_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:02:22.297355Z
80,depots,gemini-3.1-pro-preview-customtools,1,Passed,26.592,1556,550,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gemini-3.1-pro_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gemini-3.1-pro_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T12:02:49.022138Z
