[2026-04-29T11:44:32Z] Last finished: N/A | Completed: 0/300 (0.0%) | Est. remaining: calculating...
[2026-04-29T12:09:32Z] Last finished: visitall/instance-04.pddl/madagascar | Completed: 49/300 (16.3%) | Est. remaining: 2h 8m
[2026-04-29T12:10:32Z] Last finished: snake/instance-04.pddl/lama | Completed: 50/300 (16.7%) | Est. remaining: 2h 10m
[2026-04-29T12:11:32Z] Last finished: snake/instance-04.pddl/lama | Completed: 50/300 (16.7%) | Est. remaining: 2h 15m
[2026-04-29T12:12:32Z] Last finished: snake/instance-04.pddl/lama | Completed: 50/300 (16.7%) | Est. remaining: 2h 20m
[2026-04-29T12:13:32Z] Last finished: snake/instance-04.pddl/lama | Completed: 50/300 (16.7%) | Est. remaining: 2h 25m
[2026-04-29T12:14:32Z] Last finished: snake/instance-12.pddl/bfws | Completed: 51/300 (17.0%) | Est. remaining: 2h 26m
[2026-04-29T12:15:32Z] Last finished: visitall/instance-07.pddl/madagascar | Completed: 53/300 (17.7%) | Est. remaining: 2h 24m
[2026-04-29T12:16:32Z] Last finished: snake/instance-07.pddl/lama | Completed: 54/300 (18.0%) | Est. remaining: 2h 25m
[2026-04-29T12:17:32Z] Last finished: snake/instance-07.pddl/lama | Completed: 54/300 (18.0%) | Est. remaining: 2h 30m
[2026-04-29T12:18:32Z] Last finished: snake/instance-07.pddl/lama | Completed: 54/300 (18.0%) | Est. remaining: 2h 34m
[2026-04-29T12:19:32Z] Last finished: snake/instance-07.pddl/lama | Completed: 54/300 (18.0%) | Est. remaining: 2h 39m
[2026-04-29T12:20:32Z] Last finished: snake/instance-13.pddl/bfws | Completed: 55/300 (18.3%) | Est. remaining: 2h 40m
[2026-04-29T12:21:32Z] Last finished: visitall/instance-08.pddl/madagascar | Completed: 57/300 (19.0%) | Est. remaining: 2h 37m
[2026-04-29T12:22:32Z] Last finished: snake/instance-08.pddl/lama | Completed: 58/300 (19.3%) | Est. remaining: 2h 38m
[2026-04-29T12:23:32Z] Last finished: snake/instance-08.pddl/lama | Completed: 58/300 (19.3%) | Est. remaining: 2h 42m
[2026-04-29T12:24:32Z] Last finished: snake/instance-08.pddl/lama | Completed: 58/300 (19.3%) | Est. remaining: 2h 46m
[2026-04-29T12:25:32Z] Last finished: snake/instance-08.pddl/lama | Completed: 58/300 (19.3%) | Est. remaining: 2h 51m
[2026-04-29T12:26:32Z] Last finished: visitall/instance-09.pddl/decstar | Completed: 60/300 (20.0%) | Est. remaining: 2h 48m
[2026-04-29T12:27:32Z] Last finished: visitall/instance-09.pddl/madagascar | Completed: 61/300 (20.3%) | Est. remaining: 2h 48m
[2026-04-29T12:28:32Z] Last finished: snake/instance-09.pddl/lama | Completed: 62/300 (20.7%) | Est. remaining: 2h 48m
[2026-04-29T12:29:32Z] Last finished: snake/instance-09.pddl/lama | Completed: 62/300 (20.7%) | Est. remaining: 2h 52m
[2026-04-29T12:30:32Z] Last finished: snake/instance-09.pddl/lama | Completed: 62/300 (20.7%) | Est. remaining: 2h 56m
[2026-04-29T12:31:32Z] Last finished: snake/instance-09.pddl/lama | Completed: 62/300 (20.7%) | Est. remaining: 3h 0m
[2026-04-29T12:32:32Z] Last finished: visitall/instance-11.pddl/decstar | Completed: 64/300 (21.3%) | Est. remaining: 2h 57m
[2026-04-29T12:33:32Z] Last finished: visitall/instance-11.pddl/madagascar | Completed: 65/300 (21.7%) | Est. remaining: 2h 57m
[2026-04-29T12:34:32Z] Last finished: snake/instance-11.pddl/lama | Completed: 66/300 (22.0%) | Est. remaining: 2h 57m
[2026-04-29T12:35:32Z] Last finished: snake/instance-11.pddl/lama | Completed: 66/300 (22.0%) | Est. remaining: 3h 0m
[2026-04-29T12:36:32Z] Last finished: snake/instance-11.pddl/lama | Completed: 66/300 (22.0%) | Est. remaining: 3h 4m
[2026-04-29T12:37:32Z] Last finished: snake/instance-11.pddl/lama | Completed: 66/300 (22.0%) | Est. remaining: 3h 7m
[2026-04-29T12:38:32Z] Last finished: visitall/instance-12.pddl/decstar | Completed: 68/300 (22.7%) | Est. remaining: 3h 4m
[2026-04-29T12:39:32Z] Last finished: visitall/instance-12.pddl/madagascar | Completed: 69/300 (23.0%) | Est. remaining: 3h 4m
[2026-04-29T12:40:32Z] Last finished: snake/instance-12.pddl/lama | Completed: 70/300 (23.3%) | Est. remaining: 3h 4m
[2026-04-29T12:41:32Z] Last finished: snake/instance-12.pddl/lama | Completed: 70/300 (23.3%) | Est. remaining: 3h 7m
[2026-04-29T12:42:32Z] Last finished: snake/instance-12.pddl/lama | Completed: 70/300 (23.3%) | Est. remaining: 3h 10m
[2026-04-29T12:43:32Z] Last finished: snake/instance-12.pddl/lama | Completed: 70/300 (23.3%) | Est. remaining: 3h 13m
[2026-04-29T12:44:32Z] Last finished: visitall/instance-13.pddl/decstar | Completed: 72/300 (24.0%) | Est. remaining: 3h 10m
[2026-04-29T12:45:32Z] Last finished: visitall/instance-13.pddl/madagascar | Completed: 73/300 (24.3%) | Est. remaining: 3h 9m
[2026-04-29T12:46:32Z] Last finished: snake/instance-13.pddl/lama | Completed: 74/300 (24.7%) | Est. remaining: 3h 9m
[2026-04-29T12:47:32Z] Last finished: snake/instance-13.pddl/lama | Completed: 74/300 (24.7%) | Est. remaining: 3h 12m
[2026-04-29T12:48:32Z] Last finished: snake/instance-13.pddl/lama | Completed: 74/300 (24.7%) | Est. remaining: 3h 15m
[2026-04-29T12:49:32Z] Last finished: snake/instance-13.pddl/lama | Completed: 74/300 (24.7%) | Est. remaining: 3h 18m
[2026-04-29T12:50:32Z] Last finished: visitall/instance-14.pddl/decstar | Completed: 76/300 (25.3%) | Est. remaining: 3h 14m
[2026-04-29T12:51:32Z] Last finished: visitall/instance-14.pddl/madagascar | Completed: 77/300 (25.7%) | Est. remaining: 3h 14m
[2026-04-29T12:52:32Z] Last finished: snake/instance-14.pddl/lama | Completed: 78/300 (26.0%) | Est. remaining: 3h 13m
[2026-04-29T12:53:32Z] Last finished: ricochet-robots/instance-01.pddl/bfws | Completed: 79/300 (26.3%) | Est. remaining: 3h 13m
[2026-04-29T12:54:32Z] Last finished: ricochet-robots/instance-01.pddl/bfws | Completed: 79/300 (26.3%) | Est. remaining: 3h 15m
[2026-04-29T12:55:32Z] Last finished: ricochet-robots/instance-01.pddl/bfws | Completed: 79/300 (26.3%) | Est. remaining: 3h 18m
[2026-04-29T12:56:32Z] Last finished: visitall/instance-16.pddl/decstar | Completed: 82/300 (27.3%) | Est. remaining: 3h 11m
[2026-04-29T12:57:32Z] Last finished: visitall/instance-16.pddl/madagascar | Completed: 83/300 (27.7%) | Est. remaining: 3h 10m
[2026-04-29T12:58:32Z] Last finished: snake/instance-16.pddl/lama | Completed: 84/300 (28.0%) | Est. remaining: 3h 10m
[2026-04-29T12:59:32Z] Last finished: snake/instance-16.pddl/lama | Completed: 84/300 (28.0%) | Est. remaining: 3h 12m
[2026-04-29T13:00:32Z] Last finished: snake/instance-16.pddl/lama | Completed: 84/300 (28.0%) | Est. remaining: 3h 15m
[2026-04-29T13:01:32Z] Last finished: snake/instance-16.pddl/lama | Completed: 84/300 (28.0%) | Est. remaining: 3h 18m
[2026-04-29T13:02:32Z] Last finished: visitall/instance-17.pddl/decstar | Completed: 86/300 (28.7%) | Est. remaining: 3h 14m
[2026-04-29T13:03:32Z] Last finished: visitall/instance-17.pddl/madagascar | Completed: 87/300 (29.0%) | Est. remaining: 3h 13m
[2026-04-29T13:04:32Z] Last finished: snake/instance-17.pddl/lama | Completed: 88/300 (29.3%) | Est. remaining: 3h 12m
[2026-04-29T13:05:32Z] Last finished: ricochet-robots/instance-08.pddl/bfws | Completed: 90/300 (30.0%) | Est. remaining: 3h 9m
[2026-04-29T13:06:32Z] Last finished: ricochet-robots/instance-09.pddl/bfws | Completed: 91/300 (30.3%) | Est. remaining: 3h 8m
[2026-04-29T13:07:32Z] Last finished: ricochet-robots/instance-09.pddl/bfws | Completed: 91/300 (30.3%) | Est. remaining: 3h 10m
[2026-04-29T13:08:32Z] Last finished: visitall/instance-18.pddl/decstar | Completed: 92/300 (30.7%) | Est. remaining: 3h 9m
[2026-04-29T13:09:32Z] Last finished: visitall/instance-18.pddl/madagascar | Completed: 93/300 (31.0%) | Est. remaining: 3h 9m
[2026-04-29T13:10:32Z] Last finished: snake/instance-18.pddl/lama | Completed: 94/300 (31.3%) | Est. remaining: 3h 8m
[2026-04-29T13:11:32Z] Last finished: snake/instance-18.pddl/lama | Completed: 94/300 (31.3%) | Est. remaining: 3h 10m
[2026-04-29T13:12:32Z] Last finished: ricochet-robots/instance-11.pddl/bfws | Completed: 95/300 (31.7%) | Est. remaining: 3h 9m
[2026-04-29T13:13:32Z] Last finished: ricochet-robots/instance-11.pddl/bfws | Completed: 95/300 (31.7%) | Est. remaining: 3h 12m
[2026-04-29T13:14:32Z] Last finished: visitall/instance-19.pddl/decstar | Completed: 97/300 (32.3%) | Est. remaining: 3h 8m
[2026-04-29T13:15:32Z] Last finished: snake/instance-01.pddl/madagascar | Completed: 100/300 (33.3%) | Est. remaining: 3h 2m
[2026-04-29T13:16:32Z] Last finished: snake/instance-19.pddl/lama | Completed: 103/300 (34.3%) | Est. remaining: 2h 55m
[2026-04-29T13:17:32Z] Last finished: snake/instance-03.pddl/madagascar | Completed: 104/300 (34.7%) | Est. remaining: 2h 55m
[2026-04-29T13:18:32Z] Last finished: ricochet-robots/instance-13.pddl/bfws | Completed: 105/300 (35.0%) | Est. remaining: 2h 54m
[2026-04-29T13:19:32Z] Last finished: snake/instance-03.pddl/decstar | Completed: 106/300 (35.3%) | Est. remaining: 2h 53m
[2026-04-29T13:20:32Z] Last finished: ricochet-robots/instance-01.pddl/lama | Completed: 107/300 (35.7%) | Est. remaining: 2h 53m
[2026-04-29T13:21:32Z] Last finished: ricochet-robots/instance-01.pddl/lama | Completed: 107/300 (35.7%) | Est. remaining: 2h 54m
[2026-04-29T13:22:32Z] Last finished: ricochet-robots/instance-01.pddl/lama | Completed: 107/300 (35.7%) | Est. remaining: 2h 56m
[2026-04-29T13:23:32Z] Last finished: snake/instance-07.pddl/madagascar | Completed: 109/300 (36.3%) | Est. remaining: 2h 53m
[2026-04-29T13:24:32Z] Last finished: ricochet-robots/instance-14.pddl/bfws | Completed: 111/300 (37.0%) | Est. remaining: 2h 50m
[2026-04-29T13:25:32Z] Last finished: snake/instance-04.pddl/decstar | Completed: 112/300 (37.3%) | Est. remaining: 2h 49m
[2026-04-29T13:26:32Z] Last finished: ricochet-robots/instance-03.pddl/lama | Completed: 113/300 (37.7%) | Est. remaining: 2h 48m
[2026-04-29T13:27:32Z] Last finished: ricochet-robots/instance-03.pddl/lama | Completed: 113/300 (37.7%) | Est. remaining: 2h 50m
[2026-04-29T13:28:32Z] Last finished: ricochet-robots/instance-03.pddl/lama | Completed: 113/300 (37.7%) | Est. remaining: 2h 52m
[2026-04-29T13:29:32Z] Last finished: snake/instance-08.pddl/madagascar | Completed: 114/300 (38.0%) | Est. remaining: 2h 51m
[2026-04-29T13:30:32Z] Last finished: ricochet-robots/instance-16.pddl/bfws | Completed: 115/300 (38.3%) | Est. remaining: 2h 50m
[2026-04-29T13:31:32Z] Last finished: snake/instance-07.pddl/decstar | Completed: 116/300 (38.7%) | Est. remaining: 2h 49m
[2026-04-29T13:32:32Z] Last finished: ricochet-robots/instance-04.pddl/lama | Completed: 117/300 (39.0%) | Est. remaining: 2h 48m
[2026-04-29T13:33:32Z] Last finished: ricochet-robots/instance-04.pddl/lama | Completed: 117/300 (39.0%) | Est. remaining: 2h 50m
[2026-04-29T13:34:32Z] Last finished: ricochet-robots/instance-07.pddl/lama | Completed: 118/300 (39.3%) | Est. remaining: 2h 49m
[2026-04-29T13:35:32Z] Last finished: snake/instance-09.pddl/madagascar | Completed: 119/300 (39.7%) | Est. remaining: 2h 48m
[2026-04-29T13:36:32Z] Last finished: ricochet-robots/instance-17.pddl/bfws | Completed: 121/300 (40.3%) | Est. remaining: 2h 45m
[2026-04-29T13:37:32Z] Last finished: snake/instance-08.pddl/decstar | Completed: 122/300 (40.7%) | Est. remaining: 2h 44m
[2026-04-29T13:38:32Z] Last finished: snake/instance-08.pddl/decstar | Completed: 122/300 (40.7%) | Est. remaining: 2h 46m
[2026-04-29T13:39:32Z] Last finished: snake/instance-08.pddl/decstar | Completed: 122/300 (40.7%) | Est. remaining: 2h 47m
[2026-04-29T13:40:32Z] Last finished: ricochet-robots/instance-08.pddl/lama | Completed: 123/300 (41.0%) | Est. remaining: 2h 46m
[2026-04-29T13:41:32Z] Last finished: snake/instance-12.pddl/madagascar | Completed: 124/300 (41.3%) | Est. remaining: 2h 46m
[2026-04-29T13:42:32Z] Last finished: ricochet-robots/instance-18.pddl/bfws | Completed: 125/300 (41.7%) | Est. remaining: 2h 45m
[2026-04-29T13:43:32Z] Last finished: snake/instance-09.pddl/decstar | Completed: 126/300 (42.0%) | Est. remaining: 2h 44m
[2026-04-29T13:44:32Z] Last finished: snake/instance-09.pddl/decstar | Completed: 126/300 (42.0%) | Est. remaining: 2h 45m
[2026-04-29T13:45:32Z] Last finished: snake/instance-09.pddl/decstar | Completed: 126/300 (42.0%) | Est. remaining: 2h 47m
[2026-04-29T13:46:32Z] Last finished: ricochet-robots/instance-09.pddl/lama | Completed: 127/300 (42.3%) | Est. remaining: 2h 46m
[2026-04-29T13:47:32Z] Last finished: snake/instance-13.pddl/madagascar | Completed: 128/300 (42.7%) | Est. remaining: 2h 45m
[2026-04-29T13:48:32Z] Last finished: depots/instance-09.pddl/bfws | Completed: 136/300 (45.3%) | Est. remaining: 2h 29m
[2026-04-29T13:49:32Z] Last finished: snake/instance-11.pddl/decstar | Completed: 145/300 (48.3%) | Est. remaining: 2h 13m
[2026-04-29T13:50:32Z] Last finished: barman/instance-02.pddl/bfws | Completed: 147/300 (49.0%) | Est. remaining: 2h 11m
[2026-04-29T13:51:32Z] Last finished: barman/instance-03.pddl/bfws | Completed: 148/300 (49.3%) | Est. remaining: 2h 10m
[2026-04-29T13:52:32Z] Last finished: barman/instance-04.pddl/bfws | Completed: 150/300 (50.0%) | Est. remaining: 2h 8m
[2026-04-29T13:53:32Z] Last finished: barman/instance-07.pddl/bfws | Completed: 152/300 (50.7%) | Est. remaining: 2h 5m
[2026-04-29T13:54:32Z] Last finished: barman/instance-08.pddl/bfws | Completed: 153/300 (51.0%) | Est. remaining: 2h 4m
[2026-04-29T13:55:33Z] Last finished: snake/instance-12.pddl/decstar | Completed: 155/300 (51.7%) | Est. remaining: 2h 2m
[2026-04-29T13:56:32Z] Last finished: barman/instance-12.pddl/bfws | Completed: 157/300 (52.3%) | Est. remaining: 2h 0m
[2026-04-29T13:57:32Z] Last finished: barman/instance-12.pddl/bfws | Completed: 157/300 (52.3%) | Est. remaining: 2h 1m
[2026-04-29T13:58:33Z] Last finished: ricochet-robots/instance-12.pddl/lama | Completed: 158/300 (52.7%) | Est. remaining: 2h 0m
[2026-04-29T13:59:32Z] Last finished: barman/instance-14.pddl/bfws | Completed: 162/300 (54.0%) | Est. remaining: 1h 55m
[2026-04-29T14:00:32Z] Last finished: barman/instance-17.pddl/bfws | Completed: 164/300 (54.7%) | Est. remaining: 1h 52m
[2026-04-29T14:01:32Z] Last finished: snake/instance-13.pddl/decstar | Completed: 166/300 (55.3%) | Est. remaining: 1h 50m
[2026-04-29T14:02:32Z] Last finished: barman/instance-19.pddl/bfws | Completed: 167/300 (55.7%) | Est. remaining: 1h 49m
[2026-04-29T14:03:32Z] Last finished: barman/instance-19.pddl/bfws | Completed: 167/300 (55.7%) | Est. remaining: 1h 50m
[2026-04-29T14:04:32Z] Last finished: barman/instance-19.pddl/bfws | Completed: 167/300 (55.7%) | Est. remaining: 1h 51m
[2026-04-29T14:05:33Z] Last finished: snake/instance-17.pddl/madagascar | Completed: 169/300 (56.3%) | Est. remaining: 1h 49m
[2026-04-29T14:06:33Z] Last finished: snake/instance-17.pddl/madagascar | Completed: 169/300 (56.3%) | Est. remaining: 1h 50m
[2026-04-29T14:07:33Z] Last finished: snake/instance-14.pddl/decstar | Completed: 170/300 (56.7%) | Est. remaining: 1h 49m
[2026-04-29T14:08:33Z] Last finished: snake/instance-14.pddl/decstar | Completed: 170/300 (56.7%) | Est. remaining: 1h 50m
[2026-04-29T14:09:33Z] Last finished: snake/instance-14.pddl/decstar | Completed: 170/300 (56.7%) | Est. remaining: 1h 50m
[2026-04-29T14:10:33Z] Last finished: snake/instance-14.pddl/decstar | Completed: 170/300 (56.7%) | Est. remaining: 1h 51m
[2026-04-29T14:11:33Z] Last finished: snake/instance-18.pddl/madagascar | Completed: 172/300 (57.3%) | Est. remaining: 1h 49m
[2026-04-29T14:12:33Z] Last finished: snake/instance-18.pddl/madagascar | Completed: 172/300 (57.3%) | Est. remaining: 1h 50m
[2026-04-29T14:13:33Z] Last finished: snake/instance-16.pddl/decstar | Completed: 173/300 (57.7%) | Est. remaining: 1h 49m
[2026-04-29T14:14:33Z] Last finished: snake/instance-16.pddl/decstar | Completed: 173/300 (57.7%) | Est. remaining: 1h 50m
[2026-04-29T14:15:33Z] Last finished: snake/instance-16.pddl/decstar | Completed: 173/300 (57.7%) | Est. remaining: 1h 50m
[2026-04-29T14:16:33Z] Last finished: snake/instance-16.pddl/decstar | Completed: 173/300 (57.7%) | Est. remaining: 1h 51m
[2026-04-29T14:17:33Z] Last finished: snake/instance-19.pddl/madagascar | Completed: 175/300 (58.3%) | Est. remaining: 1h 49m
[2026-04-29T14:18:33Z] Last finished: snake/instance-19.pddl/madagascar | Completed: 175/300 (58.3%) | Est. remaining: 1h 50m
[2026-04-29T14:19:33Z] Last finished: snake/instance-17.pddl/decstar | Completed: 176/300 (58.7%) | Est. remaining: 1h 49m
[2026-04-29T14:20:33Z] Last finished: snake/instance-17.pddl/decstar | Completed: 176/300 (58.7%) | Est. remaining: 1h 49m
[2026-04-29T14:21:33Z] Last finished: snake/instance-17.pddl/decstar | Completed: 176/300 (58.7%) | Est. remaining: 1h 50m
[2026-04-29T14:22:33Z] Last finished: snake/instance-17.pddl/decstar | Completed: 176/300 (58.7%) | Est. remaining: 1h 51m
[2026-04-29T14:23:33Z] Last finished: ricochet-robots/instance-01.pddl/madagascar | Completed: 178/300 (59.3%) | Est. remaining: 1h 48m
[2026-04-29T14:24:33Z] Last finished: ricochet-robots/instance-01.pddl/madagascar | Completed: 178/300 (59.3%) | Est. remaining: 1h 49m
[2026-04-29T14:25:33Z] Last finished: snake/instance-18.pddl/decstar | Completed: 179/300 (59.7%) | Est. remaining: 1h 48m
[2026-04-29T14:26:33Z] Last finished: snake/instance-18.pddl/decstar | Completed: 179/300 (59.7%) | Est. remaining: 1h 49m
[2026-04-29T14:27:33Z] Last finished: snake/instance-18.pddl/decstar | Completed: 179/300 (59.7%) | Est. remaining: 1h 50m
[2026-04-29T14:28:33Z] Last finished: snake/instance-18.pddl/decstar | Completed: 179/300 (59.7%) | Est. remaining: 1h 50m
[2026-04-29T14:29:33Z] Last finished: barman/instance-03.pddl/lama | Completed: 199/300 (66.3%) | Est. remaining: 1h 23m
[2026-04-29T14:30:33Z] Last finished: barman/instance-19.pddl/lama | Completed: 211/300 (70.3%) | Est. remaining: 1h 10m
[2026-04-29T14:31:33Z] Last finished: snake/instance-19.pddl/decstar | Completed: 212/300 (70.7%) | Est. remaining: 1h 9m
[2026-04-29T14:32:33Z] Last finished: snake/instance-19.pddl/decstar | Completed: 212/300 (70.7%) | Est. remaining: 1h 9m
[2026-04-29T14:33:33Z] Last finished: snake/instance-19.pddl/decstar | Completed: 212/300 (70.7%) | Est. remaining: 1h 10m
[2026-04-29T14:34:33Z] Last finished: snake/instance-19.pddl/decstar | Completed: 212/300 (70.7%) | Est. remaining: 1h 10m
[2026-04-29T14:35:33Z] Last finished: ricochet-robots/instance-03.pddl/madagascar | Completed: 213/300 (71.0%) | Est. remaining: 1h 9m
[2026-04-29T14:36:33Z] Last finished: ricochet-robots/instance-03.pddl/madagascar | Completed: 213/300 (71.0%) | Est. remaining: 1h 10m
[2026-04-29T14:37:33Z] Last finished: ricochet-robots/instance-01.pddl/decstar | Completed: 214/300 (71.3%) | Est. remaining: 1h 9m
[2026-04-29T14:38:33Z] Last finished: ricochet-robots/instance-01.pddl/decstar | Completed: 214/300 (71.3%) | Est. remaining: 1h 9m
[2026-04-29T14:39:33Z] Last finished: ricochet-robots/instance-01.pddl/decstar | Completed: 214/300 (71.3%) | Est. remaining: 1h 10m
[2026-04-29T14:40:33Z] Last finished: ricochet-robots/instance-01.pddl/decstar | Completed: 214/300 (71.3%) | Est. remaining: 1h 10m
[2026-04-29T14:41:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 7m
[2026-04-29T14:42:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 8m
[2026-04-29T14:43:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 8m
[2026-04-29T14:44:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 8m
[2026-04-29T14:45:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 9m
[2026-04-29T14:46:33Z] Last finished: ricochet-robots/instance-03.pddl/decstar | Completed: 217/300 (72.3%) | Est. remaining: 1h 9m
[2026-04-29T14:47:33Z] Last finished: ricochet-robots/instance-07.pddl/madagascar | Completed: 219/300 (73.0%) | Est. remaining: 1h 7m
[2026-04-29T14:48:33Z] Last finished: ricochet-robots/instance-07.pddl/decstar | Completed: 220/300 (73.3%) | Est. remaining: 1h 6m
[2026-04-29T14:49:33Z] Last finished: ricochet-robots/instance-07.pddl/decstar | Completed: 220/300 (73.3%) | Est. remaining: 1h 7m
[2026-04-29T14:50:33Z] Last finished: ricochet-robots/instance-07.pddl/decstar | Completed: 220/300 (73.3%) | Est. remaining: 1h 7m
[2026-04-29T14:51:33Z] Last finished: ricochet-robots/instance-07.pddl/decstar | Completed: 220/300 (73.3%) | Est. remaining: 1h 8m
[2026-04-29T14:52:33Z] Last finished: ricochet-robots/instance-07.pddl/decstar | Completed: 220/300 (73.3%) | Est. remaining: 1h 8m
[2026-04-29T14:53:33Z] Last finished: ricochet-robots/instance-08.pddl/madagascar | Completed: 221/300 (73.7%) | Est. remaining: 1h 7m
[2026-04-29T14:54:33Z] Last finished: ricochet-robots/instance-09.pddl/decstar | Completed: 223/300 (74.3%) | Est. remaining: 1h 5m
[2026-04-29T14:55:33Z] Last finished: ricochet-robots/instance-09.pddl/decstar | Completed: 223/300 (74.3%) | Est. remaining: 1h 5m
[2026-04-29T14:56:33Z] Last finished: ricochet-robots/instance-09.pddl/decstar | Completed: 223/300 (74.3%) | Est. remaining: 1h 6m
[2026-04-29T14:57:33Z] Last finished: ricochet-robots/instance-09.pddl/decstar | Completed: 223/300 (74.3%) | Est. remaining: 1h 6m
[2026-04-29T14:58:33Z] Last finished: ricochet-robots/instance-09.pddl/decstar | Completed: 223/300 (74.3%) | Est. remaining: 1h 6m
[2026-04-29T14:59:33Z] Last finished: ricochet-robots/instance-09.pddl/madagascar | Completed: 224/300 (74.7%) | Est. remaining: 1h 6m
[2026-04-29T15:00:33Z] Last finished: ricochet-robots/instance-11.pddl/decstar | Completed: 225/300 (75.0%) | Est. remaining: 1h 5m
[2026-04-29T15:01:33Z] Last finished: ricochet-robots/instance-11.pddl/decstar | Completed: 225/300 (75.0%) | Est. remaining: 1h 5m
[2026-04-29T15:02:33Z] Last finished: ricochet-robots/instance-11.pddl/decstar | Completed: 225/300 (75.0%) | Est. remaining: 1h 6m
[2026-04-29T15:03:33Z] Last finished: ricochet-robots/instance-11.pddl/decstar | Completed: 225/300 (75.0%) | Est. remaining: 1h 6m
[2026-04-29T15:04:33Z] Last finished: ricochet-robots/instance-11.pddl/decstar | Completed: 225/300 (75.0%) | Est. remaining: 1h 6m
[2026-04-29T15:05:33Z] Last finished: ricochet-robots/instance-11.pddl/madagascar | Completed: 226/300 (75.3%) | Est. remaining: 1h 5m
[2026-04-29T15:06:33Z] Last finished: ricochet-robots/instance-12.pddl/decstar | Completed: 227/300 (75.7%) | Est. remaining: 1h 4m
